fc′,fR1,fR3,as,dps,fpe,Pu,Mu,Vu,carbon,L,t,Lc,T,ID
28.0,2.08574,2.671598,198.0,80.0,372.0,614.8323745121902,161.97961278075064,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,65
28.0,2.08574,2.671598,198.0,80.0,465.0,605.2570945121902,168.8617490618099,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,66
28.0,2.08574,2.671598,198.0,80.0,558.0,595.6818145121902,175.69360682243797,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,67
28.0,2.08574,2.671598,198.0,80.0,651.0,586.1065345121903,182.53759752088672,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,68
28.0,2.08574,2.671598,198.0,80.0,744.0,576.5312545121902,189.3431521095517,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,69
28.0,2.08574,2.671598,198.0,80.0,837.0,566.9559745121902,196.15320476854365,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,70
28.0,2.08574,2.671598,198.0,80.0,930.0,557.3806945121902,196.13912190022543,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,71
28.0,2.08574,2.671598,198.0,80.0,1023.0,547.8054145121903,194.55434636242902,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,72
28.0,2.08574,2.671598,198.0,80.0,1116.0,538.2301345121903,192.99802220517458,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,73
28.0,2.08574,2.671598,198.0,80.0,1209.0,528.6548545121902,192.3780252410035,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,74
28.0,2.08574,2.671598,198.0,80.0,1302.0,519.0795745121902,192.3780252410035,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,75
28.0,2.08574,2.671598,198.0,100.0,0.0,653.1334945121903,177.6745665554444,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,76
28.0,2.08574,2.671598,198.0,100.0,93.0,643.5582145121901,174.24539703120172,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,77
28.0,2.08574,2.671598,198.0,100.0,186.0,633.9829345121901,171.47988491955448,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,78
28.0,2.08574,2.671598,198.0,100.0,279.0,624.4076545121902,171.678292122698,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,79
28.0,2.08574,2.671598,198.0,100.0,372.0,614.8323745121902,179.52870459654662,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,80
28.0,2.08574,2.671598,198.0,100.0,465.0,605.2570945121902,187.38426098961918,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,81
28.0,2.08574,2.671598,198.0,100.0,558.0,595.6818145121902,195.1895388622606,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,82
28.0,2.08574,2.671598,198.0,100.0,651.0,586.1065345121903,203.00694967272273,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,83
28.0,2.08574,2.671598,198.0,100.0,744.0,576.5312545121902,210.7859243734011,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,84
28.0,2.08574,2.671598,198.0,100.0,837.0,566.9559745121902,218.5693971444064,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,85
28.0,2.08574,2.671598,198.0,100.0,930.0,557.3806945121902,218.74758901795508,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,86
28.0,2.08574,2.671598,198.0,100.0,1023.0,547.8054145121903,217.1628134801587,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,87
28.0,2.08574,2.671598,198.0,100.0,1116.0,538.2301345121903,215.60648932290422,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,88
28.0,2.08574,2.671598,198.0,100.0,1209.0,528.6548545121902,214.98649235873316,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,89
28.0,2.08574,2.671598,198.0,100.0,1302.0,519.0795745121902,214.98649235873316,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,90
28.0,2.08574,2.671598,198.0,120.0,0.0,653.1334945121903,194.00290391824916,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,91
28.0,2.08574,2.671598,198.0,120.0,93.0,643.5582145121901,190.57373439400646,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,92
28.0,2.08574,2.671598,198.0,120.0,186.0,633.9829345121901,187.80822228235922,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,93
28.0,2.08574,2.671598,198.0,120.0,279.0,624.4076545121902,188.25396382648054,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,94
28.0,2.08574,2.671598,198.0,120.0,372.0,614.8323745121902,197.0777964123425,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,95
28.0,2.08574,2.671598,198.0,120.0,465.0,605.2570945121902,205.9067729174285,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,96
28.0,2.08574,2.671598,198.0,120.0,558.0,595.6818145121902,214.68547090208327,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,97
28.0,2.08574,2.671598,198.0,120.0,651.0,586.1065345121903,223.47630182455876,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,98
28.0,2.08574,2.671598,198.0,120.0,744.0,576.5312545121902,232.22869663725047,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,99
28.0,2.08574,2.671598,198.0,120.0,837.0,566.9559745121902,240.98558952026912,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,100
28.0,2.08574,2.671598,198.0,120.0,930.0,557.3806945121902,241.35605613568475,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,101
28.0,2.08574,2.671598,198.0,120.0,1023.0,547.8054145121903,239.77128059788836,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,102
28.0,2.08574,2.671598,198.0,120.0,1116.0,538.2301345121903,238.2149564406339,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,103
28.0,2.08574,2.671598,198.0,120.0,1209.0,528.6548545121902,237.59495947646286,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,104
28.0,2.08574,2.671598,198.0,120.0,1302.0,519.0795745121902,237.59495947646286,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,105
28.0,2.08574,2.671598,198.0,140.0,0.0,653.1334945121903,210.33124128105396,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,106
28.0,2.08574,2.671598,198.0,140.0,93.0,643.5582145121901,206.90207175681124,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,107
28.0,2.08574,2.671598,198.0,140.0,186.0,633.9829345121901,204.136559645164,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,108
28.0,2.08574,2.671598,198.0,140.0,279.0,624.4076545121902,204.82963553026315,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,109
28.0,2.08574,2.671598,198.0,140.0,372.0,614.8323745121902,214.62688822813843,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,110
28.0,2.08574,2.671598,198.0,140.0,465.0,605.2570945121902,224.42928484523773,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,111
28.0,2.08574,2.671598,198.0,140.0,558.0,595.6818145121902,234.18140294190593,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,112
28.0,2.08574,2.671598,198.0,140.0,651.0,586.1065345121903,243.94565397639474,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,113
28.0,2.08574,2.671598,198.0,140.0,744.0,576.5312545121902,253.6714689010998,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,114
28.0,2.08574,2.671598,198.0,140.0,837.0,566.9559745121902,263.4017818961318,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,115
28.0,2.08574,2.671598,198.0,140.0,930.0,557.3806945121902,263.9645232534144,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,116
28.0,2.08574,2.671598,198.0,140.0,1023.0,547.8054145121903,262.37974771561807,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,117
28.0,2.08574,2.671598,198.0,140.0,1116.0,538.2301345121903,260.8234235583635,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,118
28.0,2.08574,2.671598,198.0,140.0,1209.0,528.6548545121902,260.2034265941925,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,119
28.0,2.08574,2.671598,198.0,140.0,1302.0,519.0795745121902,260.2034265941925,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,120
28.0,2.08574,2.671598,198.0,160.0,0.0,653.1334945121903,226.65957864385868,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,121
28.0,2.08574,2.671598,198.0,160.0,93.0,643.5582145121901,223.230409119616,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,122
28.0,2.08574,2.671598,198.0,160.0,186.0,633.9829345121901,220.46489700796874,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,123
28.0,2.08574,2.671598,198.0,160.0,279.0,624.4076545121902,221.40530723404572,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,124
28.0,2.08574,2.671598,198.0,160.0,372.0,614.8323745121902,232.17598004393437,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,125
28.0,2.08574,2.671598,198.0,160.0,465.0,605.2570945121902,242.95179677304702,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,126
28.0,2.08574,2.671598,198.0,160.0,558.0,595.6818145121902,253.67733498172854,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,127
28.0,2.08574,2.671598,198.0,160.0,651.0,586.1065345121903,264.4150061282308,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,128
28.0,2.08574,2.671598,198.0,160.0,744.0,576.5312545121902,275.1142411649492,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,129
28.0,2.08574,2.671598,198.0,160.0,837.0,566.9559745121902,285.8179742719946,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,130
28.0,2.08574,2.671598,198.0,160.0,930.0,557.3806945121902,286.57299037114404,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,131
28.0,2.08574,2.671598,198.0,160.0,1023.0,547.8054145121903,284.9882148333476,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,132
28.0,2.08574,2.671598,198.0,160.0,1116.0,538.2301345121903,283.43189067609325,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,133
28.0,2.08574,2.671598,198.0,160.0,1209.0,528.6548545121902,282.8118937119222,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,134
28.0,2.08574,2.671598,198.0,160.0,1302.0,519.0795745121902,282.8118937119222,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,135
28.0,2.08574,2.671598,198.0,180.0,0.0,653.1334945121903,242.98791600666345,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,136
28.0,2.08574,2.671598,198.0,180.0,93.0,643.5582145121901,239.55874648242076,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,137
28.0,2.08574,2.671598,198.0,180.0,186.0,633.9829345121901,236.79323437077352,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,138
28.0,2.08574,2.671598,198.0,180.0,279.0,624.4076545121902,237.98097893782827,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,139
28.0,2.08574,2.671598,198.0,180.0,372.0,614.8323745121902,249.72507185973035,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,140
28.0,2.08574,2.671598,198.0,180.0,465.0,605.2570945121902,261.4743087008563,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,141
28.0,2.08574,2.671598,198.0,180.0,558.0,595.6818145121902,273.1732670215512,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,142
28.0,2.08574,2.671598,198.0,180.0,651.0,586.1065345121903,284.88435828006675,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,143
28.0,2.08574,2.671598,198.0,180.0,744.0,576.5312545121902,296.55701342879854,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,144
28.0,2.08574,2.671598,198.0,180.0,837.0,566.9559745121902,308.23416664785736,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,145
28.0,2.08574,2.671598,198.0,180.0,930.0,557.3806945121902,309.1814574888737,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,146
28.0,2.08574,2.671598,198.0,180.0,1023.0,547.8054145121903,307.59668195107736,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,147
28.0,2.08574,2.671598,198.0,180.0,1116.0,538.2301345121903,306.04035779382286,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,148
28.0,2.08574,2.671598,198.0,180.0,1209.0,528.6548545121902,305.42036082965177,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,149
28.0,2.08574,2.671598,198.0,180.0,1302.0,519.0795745121902,305.42036082965177,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,150
28.0,2.08574,2.671598,198.0,200.0,0.0,653.1334945121903,259.3162533694682,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,151
28.0,2.08574,2.671598,198.0,200.0,93.0,643.5582145121901,255.88708384522553,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,152
28.0,2.08574,2.671598,198.0,200.0,186.0,633.9829345121901,253.1215717335783,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,153
28.0,2.08574,2.671598,198.0,200.0,279.0,624.4076545121902,254.55665064161087,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,154
28.0,2.08574,2.671598,198.0,200.0,372.0,614.8323745121902,267.27416367552627,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,155
28.0,2.08574,2.671598,198.0,200.0,465.0,605.2570945121902,279.99682062866555,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,156
28.0,2.08574,2.671598,198.0,200.0,558.0,595.6818145121902,292.6691990613739,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,157
28.0,2.08574,2.671598,198.0,200.0,651.0,586.1065345121903,305.35371043190275,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,158
28.0,2.08574,2.671598,198.0,200.0,744.0,576.5312545121902,317.9997856926479,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,159
28.0,2.08574,2.671598,198.0,200.0,837.0,566.9559745121902,330.65035902372006,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,160
28.0,2.08574,2.671598,198.0,200.0,930.0,557.3806945121902,331.78992460660345,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,161
28.0,2.08574,2.671598,198.0,200.0,1023.0,547.8054145121903,330.205149068807,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,162
28.0,2.08574,2.671598,198.0,200.0,1116.0,538.2301345121903,328.64882491155254,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,163
28.0,2.08574,2.671598,198.0,200.0,1209.0,528.6548545121902,328.0288279473815,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,164
28.0,2.08574,2.671598,198.0,200.0,1302.0,519.0795745121902,328.0288279473815,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,165
28.0,2.08574,2.671598,198.0,220.0,0.0,653.1334945121903,275.64459073227295,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,166
28.0,2.08574,2.671598,198.0,220.0,93.0,643.5582145121901,272.21542120803025,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,167
28.0,2.08574,2.671598,198.0,220.0,186.0,633.9829345121901,269.449909096383,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,168
28.0,2.08574,2.671598,198.0,220.0,279.0,624.4076545121902,271.1323223453934,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,169
28.0,2.08574,2.671598,198.0,220.0,372.0,614.8323745121902,284.8232554913222,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,170
28.0,2.08574,2.671598,198.0,220.0,465.0,605.2570945121902,298.51933255647486,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,171
28.0,2.08574,2.671598,198.0,220.0,558.0,595.6818145121902,312.1651311011965,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,172
28.0,2.08574,2.671598,198.0,220.0,651.0,586.1065345121903,325.8230625837388,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,173
28.0,2.08574,2.671598,198.0,220.0,744.0,576.5312545121902,339.44255795649724,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,174
28.0,2.08574,2.671598,198.0,220.0,837.0,566.9559745121902,353.06655139958275,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,175
28.0,2.08574,2.671598,198.0,220.0,930.0,557.3806945121902,354.39839172433307,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,176
28.0,2.08574,2.671598,198.0,220.0,1023.0,547.8054145121903,352.81361618653665,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,177
28.0,2.08574,2.671598,198.0,220.0,1116.0,538.2301345121903,351.2572920292822,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,178
28.0,2.08574,2.671598,198.0,220.0,1209.0,528.6548545121902,350.6372950651112,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,179
28.0,2.08574,2.671598,198.0,220.0,1302.0,519.0795745121902,350.6372950651112,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,180
28.0,2.08574,2.671598,198.0,240.0,0.0,653.1334945121903,291.9729280950777,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,181
28.0,2.08574,2.671598,198.0,240.0,93.0,643.5582145121901,288.543758570835,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,182
28.0,2.08574,2.671598,198.0,240.0,186.0,633.9829345121901,285.7782464591878,64.89626595247225,17.96379766329776,205.0,35.0,30.0,3.0,183
