fc′,fR1,fR3,as,dps,fpe,Pu,Mu,Vu,carbon,L,t,Lc,T,ID
37.0,3.85,4.56,198.0,60.0,1209.0,738.5906206053942,231.50328398094945,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,59
37.0,3.85,4.56,198.0,60.0,1302.0,729.015340605394,231.50328398094945,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,60
37.0,3.85,4.56,198.0,80.0,0.0,863.0692606053941,214.18703919575879,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,61
37.0,3.85,4.56,198.0,80.0,93.0,853.4939806053941,210.4662253608909,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,62
37.0,3.85,4.56,198.0,80.0,186.0,843.9187006053941,207.38933110556906,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,63
37.0,3.85,4.56,198.0,80.0,279.0,834.3434206053942,210.97676515493387,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,64
37.0,3.85,4.56,198.0,80.0,372.0,824.7681406053941,220.5902222372559,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,65
37.0,3.85,4.56,198.0,80.0,465.0,815.1928606053941,230.1978945620657,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,66
37.0,3.85,4.56,198.0,80.0,558.0,805.6175806053941,239.76830635822301,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,67
37.0,3.85,4.56,198.0,80.0,651.0,796.0423006053942,249.2451812631116,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,68
37.0,3.85,4.56,198.0,80.0,744.0,786.4670206053942,258.738322730483,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,69
37.0,3.85,4.56,198.0,80.0,837.0,776.8917406053941,267.43610829027045,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,70
37.0,3.85,4.56,198.0,80.0,930.0,767.3164606053941,265.40229431896176,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,71
37.0,3.85,4.56,198.0,80.0,1023.0,757.7411806053941,263.45533612121324,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,72
37.0,3.85,4.56,198.0,80.0,1116.0,748.1659006053942,261.661605664335,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,73
37.0,3.85,4.56,198.0,80.0,1209.0,738.5906206053942,261.3787583865208,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,74
37.0,3.85,4.56,198.0,80.0,1302.0,729.015340605394,261.3787583865208,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,75
37.0,3.85,4.56,198.0,100.0,0.0,863.0692606053941,235.76377071089365,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,76
37.0,3.85,4.56,198.0,100.0,93.0,853.4939806053941,232.04295687602573,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,77
37.0,3.85,4.56,198.0,100.0,186.0,843.9187006053941,228.96606262070392,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,78
37.0,3.85,4.56,198.0,100.0,279.0,834.3434206053942,233.21211884546636,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,79
37.0,3.85,4.56,198.0,100.0,372.0,824.7681406053941,244.11188107580608,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,80
37.0,3.85,4.56,198.0,100.0,465.0,815.1928606053941,255.00585854863354,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,81
37.0,3.85,4.56,198.0,100.0,558.0,805.6175806053941,265.8625754928085,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,82
37.0,3.85,4.56,198.0,100.0,651.0,796.0423006053942,276.62575554571475,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,83
37.0,3.85,4.56,198.0,100.0,744.0,786.4670206053942,287.40520216110383,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,84
37.0,3.85,4.56,198.0,100.0,837.0,776.8917406053941,297.3115826958418,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,85
37.0,3.85,4.56,198.0,100.0,930.0,767.3164606053941,295.27776872453313,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,86
37.0,3.85,4.56,198.0,100.0,1023.0,757.7411806053941,293.3308105267846,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,87
37.0,3.85,4.56,198.0,100.0,1116.0,748.1659006053942,291.5370800699064,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,88
37.0,3.85,4.56,198.0,100.0,1209.0,738.5906206053942,291.2542327920922,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,89
37.0,3.85,4.56,198.0,100.0,1302.0,729.015340605394,291.2542327920922,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,90
37.0,3.85,4.56,198.0,120.0,0.0,863.0692606053941,257.3405022260285,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,91
37.0,3.85,4.56,198.0,120.0,93.0,853.4939806053941,253.6196883911606,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,92
37.0,3.85,4.56,198.0,120.0,186.0,843.9187006053941,250.5427941358388,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,93
37.0,3.85,4.56,198.0,120.0,279.0,834.3434206053942,255.44747253599888,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,94
37.0,3.85,4.56,198.0,120.0,372.0,824.7681406053941,267.6335399143563,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,95
37.0,3.85,4.56,198.0,120.0,465.0,815.1928606053941,279.8138225352014,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,96
37.0,3.85,4.56,198.0,120.0,558.0,805.6175806053941,291.956844627394,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,97
37.0,3.85,4.56,198.0,120.0,651.0,796.0423006053942,304.0063298283179,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,98
37.0,3.85,4.56,198.0,120.0,744.0,786.4670206053942,316.0720815917246,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,99
37.0,3.85,4.56,198.0,120.0,837.0,776.8917406053941,327.18705710141313,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,100
37.0,3.85,4.56,198.0,120.0,930.0,767.3164606053941,325.1532431301044,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,101
37.0,3.85,4.56,198.0,120.0,1023.0,757.7411806053941,323.20628493235597,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,102
37.0,3.85,4.56,198.0,120.0,1116.0,748.1659006053942,321.41255447547763,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,103
37.0,3.85,4.56,198.0,120.0,1209.0,738.5906206053942,321.12970719766344,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,104
37.0,3.85,4.56,198.0,120.0,1302.0,729.015340605394,321.12970719766344,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,105
37.0,3.85,4.56,198.0,140.0,0.0,863.0692606053941,278.91723374116333,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,106
37.0,3.85,4.56,198.0,140.0,93.0,853.4939806053941,275.19641990629543,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,107
37.0,3.85,4.56,198.0,140.0,186.0,843.9187006053941,272.1195256509736,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,108
37.0,3.85,4.56,198.0,140.0,279.0,834.3434206053942,277.6828262265314,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,109
37.0,3.85,4.56,198.0,140.0,372.0,824.7681406053941,291.1551987529064,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,110
37.0,3.85,4.56,198.0,140.0,465.0,815.1928606053941,304.6217865217692,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,111
37.0,3.85,4.56,198.0,140.0,558.0,805.6175806053941,318.0511137619795,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,112
37.0,3.85,4.56,198.0,140.0,651.0,796.0423006053942,331.386904110921,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,113
37.0,3.85,4.56,198.0,140.0,744.0,786.4670206053942,344.7389610223454,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,114
37.0,3.85,4.56,198.0,140.0,837.0,776.8917406053941,357.0625315069844,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,115
37.0,3.85,4.56,198.0,140.0,930.0,767.3164606053941,355.02871753567575,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,116
37.0,3.85,4.56,198.0,140.0,1023.0,757.7411806053941,353.0817593379273,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,117
37.0,3.85,4.56,198.0,140.0,1116.0,748.1659006053942,351.288028881049,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,118
37.0,3.85,4.56,198.0,140.0,1209.0,738.5906206053942,351.0051816032348,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,119
37.0,3.85,4.56,198.0,140.0,1302.0,729.015340605394,351.0051816032348,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,120
37.0,3.85,4.56,198.0,160.0,0.0,863.0692606053941,300.4939652562982,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,121
37.0,3.85,4.56,198.0,160.0,93.0,853.4939806053941,296.77315142143027,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,122
37.0,3.85,4.56,198.0,160.0,186.0,843.9187006053941,293.69625716610847,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,123
37.0,3.85,4.56,198.0,160.0,279.0,834.3434206053942,299.918179917064,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,124
37.0,3.85,4.56,198.0,160.0,372.0,824.7681406053941,314.6768575914566,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,125
37.0,3.85,4.56,198.0,160.0,465.0,815.1928606053941,329.429750508337,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,126
37.0,3.85,4.56,198.0,160.0,558.0,805.6175806053941,344.14538289656497,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,127
37.0,3.85,4.56,198.0,160.0,651.0,796.0423006053942,358.76747839352413,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,128
37.0,3.85,4.56,198.0,160.0,744.0,786.4670206053942,373.40584045296623,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,129
37.0,3.85,4.56,198.0,160.0,837.0,776.8917406053941,386.9380059125557,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,130
37.0,3.85,4.56,198.0,160.0,930.0,767.3164606053941,384.90419194124706,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,131
37.0,3.85,4.56,198.0,160.0,1023.0,757.7411806053941,382.9572337434986,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,132
37.0,3.85,4.56,198.0,160.0,1116.0,748.1659006053942,381.16350328662037,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,133
37.0,3.85,4.56,198.0,160.0,1209.0,738.5906206053942,380.8806560088061,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,134
37.0,3.85,4.56,198.0,160.0,1302.0,729.015340605394,380.8806560088061,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,135
37.0,3.85,4.56,198.0,180.0,0.0,863.0692606053941,322.07069677143306,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,136
37.0,3.85,4.56,198.0,180.0,93.0,853.4939806053941,318.34988293656517,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,137
37.0,3.85,4.56,198.0,180.0,186.0,843.9187006053941,315.27298868124336,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,138
37.0,3.85,4.56,198.0,180.0,279.0,834.3434206053942,322.15353360759644,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,139
37.0,3.85,4.56,198.0,180.0,372.0,824.7681406053941,338.1985164300068,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,140
37.0,3.85,4.56,198.0,180.0,465.0,815.1928606053941,354.2377144949049,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,141
37.0,3.85,4.56,198.0,180.0,558.0,805.6175806053941,370.23965203115046,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,142
37.0,3.85,4.56,198.0,180.0,651.0,796.0423006053942,386.1480526761273,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,143
37.0,3.85,4.56,198.0,180.0,744.0,786.4670206053942,402.07271988358696,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,144
37.0,3.85,4.56,198.0,180.0,837.0,776.8917406053941,416.81348031812706,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,145
37.0,3.85,4.56,198.0,180.0,930.0,767.3164606053941,414.77966634681843,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,146
37.0,3.85,4.56,198.0,180.0,1023.0,757.7411806053941,412.83270814906996,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,147
37.0,3.85,4.56,198.0,180.0,1116.0,748.1659006053942,411.0389776921917,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,148
37.0,3.85,4.56,198.0,180.0,1209.0,738.5906206053942,410.7561304143775,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,149
37.0,3.85,4.56,198.0,180.0,1302.0,729.015340605394,410.7561304143775,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,150
37.0,3.85,4.56,198.0,200.0,0.0,863.0692606053941,343.6474282865679,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,151
37.0,3.85,4.56,198.0,200.0,93.0,853.4939806053941,339.9266144517,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,152
37.0,3.85,4.56,198.0,200.0,186.0,843.9187006053941,336.8497201963782,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,153
37.0,3.85,4.56,198.0,200.0,279.0,834.3434206053942,344.38888729812896,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,154
37.0,3.85,4.56,198.0,200.0,372.0,824.7681406053941,361.72017526855694,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,155
37.0,3.85,4.56,198.0,200.0,465.0,815.1928606053941,379.04567848147275,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,156
37.0,3.85,4.56,198.0,200.0,558.0,805.6175806053941,396.33392116573594,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,157
37.0,3.85,4.56,198.0,200.0,651.0,796.0423006053942,413.52862695873046,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,158
37.0,3.85,4.56,198.0,200.0,744.0,786.4670206053942,430.7395993142078,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,159
37.0,3.85,4.56,198.0,200.0,837.0,776.8917406053941,446.6889547236984,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,160
37.0,3.85,4.56,198.0,200.0,930.0,767.3164606053941,444.65514075238974,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,161
37.0,3.85,4.56,198.0,200.0,1023.0,757.7411806053941,442.7081825546413,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,162
37.0,3.85,4.56,198.0,200.0,1116.0,748.1659006053942,440.914452097763,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,163
37.0,3.85,4.56,198.0,200.0,1209.0,738.5906206053942,440.63160481994873,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,164
37.0,3.85,4.56,198.0,200.0,1302.0,729.015340605394,440.63160481994873,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,165
37.0,3.85,4.56,198.0,220.0,0.0,863.0692606053941,365.22415980170274,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,166
37.0,3.85,4.56,198.0,220.0,93.0,853.4939806053941,361.50334596683484,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,167
37.0,3.85,4.56,198.0,220.0,186.0,843.9187006053941,358.42645171151304,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,168
37.0,3.85,4.56,198.0,220.0,279.0,834.3434206053942,366.6242409886615,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,169
37.0,3.85,4.56,198.0,220.0,372.0,824.7681406053941,385.2418341071071,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,170
37.0,3.85,4.56,198.0,220.0,465.0,815.1928606053941,403.8536424680405,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,171
37.0,3.85,4.56,198.0,220.0,558.0,805.6175806053941,422.42819030032143,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,172
37.0,3.85,4.56,198.0,220.0,651.0,796.0423006053942,440.90920124133356,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,173
37.0,3.85,4.56,198.0,220.0,744.0,786.4670206053942,459.4064787448285,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,174
37.0,3.85,4.56,198.0,220.0,837.0,776.8917406053941,476.56442912926974,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,175
37.0,3.85,4.56,198.0,220.0,930.0,767.3164606053941,474.53061515796117,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,176
37.0,3.85,4.56,198.0,220.0,1023.0,757.7411806053941,472.58365696021264,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,177
37.0,3.85,4.56,198.0,220.0,1116.0,748.1659006053942,470.78992650333424,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,178
37.0,3.85,4.56,198.0,220.0,1209.0,738.5906206053942,470.5070792255201,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,179
37.0,3.85,4.56,198.0,220.0,1302.0,729.015340605394,470.5070792255201,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,180
37.0,3.85,4.56,198.0,240.0,0.0,863.0692606053941,386.8008913168375,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,181
37.0,3.85,4.56,198.0,240.0,93.0,853.4939806053941,383.08007748196974,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,182
37.0,3.85,4.56,198.0,240.0,186.0,843.9187006053941,380.00318322664793,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,183
37.0,3.85,4.56,198.0,240.0,279.0,834.3434206053942,388.85959467919406,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,184
37.0,3.85,4.56,198.0,240.0,372.0,824.7681406053941,408.76349294565733,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,185
37.0,3.85,4.56,198.0,240.0,465.0,815.1928606053941,428.6616064546083,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,186
37.0,3.85,4.56,198.0,240.0,558.0,805.6175806053941,448.522459434907,82.60271702162545,20.782024868981914,205.0,35.0,30.0,3.0,187
