8000,391.0
7000,389.0
9000,446.0
3500,318.0
3500,273.0
3500,270.0
3500,240.0
4000,377.0
4000,260.0
4000,267.0
4000,261.0
5000,398.0
5000,370.0
5000,348.0
5000,316.0
5000,268.0
4000,277.0
4000,259.0
4500,328.0
4500,294.0
5000,323.0
5000,300.0
5000,280.0
5000,285.0
6000,302.0
4000,297.0
4000,277.0
4000,292.0
4000,316.0
4000,299.0
4500,330.0
4500,315.0
4500,393.0
4000,297.0
4500,257.0
3000,298.0
4000,326.0
3000,255.0
3500,253.0
4500,384.0
4500,394.0
3500,240.0
3500,320.0
4000,288.0
4000,343.0
4000,357.0
4500,352.0
4000,344.0
4500,315.0
4000,347.0
4500,311.0
4000,1010.0
3500,522.0
3500,283.0
4000,341.0
4500,295.0
4000,306.0
4000,306.0
4000,265.0
4000,284.0
4500,329.0
4500,354.0
4500,296.0
5000,353.0
6000,405.0
6000,309.0
6000,283.0
4000,314.0
150,77.7
150,49.0
1200,53.7
3000,212.0
3000,201.0
400,91.2
400,97.5
3000,612.0
3000,1007.0
4000,258.0
4000,1110.0
4000,258.0
4000,242.0
4000,243.0
10000,353.0
10000,273.0
5000,506.0
2000,169.0
5000,521.0
2500,300.0
3000,340.0
3000,325.0
3000,164.0
3500,344.0
4000,408.0
3000,410.0
4000,249.0
4000,314.0
4500,204.0
5000,459.0
5000,425.0
5000,206.0
6000,231.0
6000,316.0
8000,321.0
8000,247.0
100,114.0
6000,372.0
4500,487.0
100,76.6
3000,396.0
100,389.0
10000,346.0
10000,265.0
5000,499.0
2000,161.0
5000,521.0
2500,293.0
3000,341.0
3000,316.0
3000,158.0
3500,342.0
4000,409.0
3000,406.0
4000,248.0
4000,308.0
4500,198.0
5000,449.0
5000,417.0
5000,200.0
6000,223.0
6000,315.0
8000,313.0
8000,239.0
6000,364.0
4500,476.0
100,68.8
100,382.0
3000,272.0
3500,283.0
3500,291.0
4000,323.0
4000,326.0
4500,330.0
5000,359.0
6000,333.0
200,4220.0
4500,165.0
4000,183.0
4000,181.0
10000,342.0
10000,264.0
4500,516.0
1500,230.0
2000,280.0
2500,221.0
3000,242.0
4000,285.0
4000,286.0
4000,284.0
4500,335.0
4500,306.0
5000,303.0
5000,443.0
6000,342.0
6000,220.0
6000,476.0
3000,372.0
8000,240.0
8000,469.0
240,108.0
1500,190.0
2500,143.0
3000,161.0
3500,326.0
4000,180.0
5000,198.0
3500,167.0
3500,231.0
3500,365.0
4000,229.0
4000,242.0
4000,230.0
4000,244.0
4500,246.0
5000,249.0
6000,279.0
4000,181.0
3000,269.0
100,108.0
4000,252.0
4500,366.0
7250,438.0
4000,355.0
4000,355.0
4000,384.0
4000,315.0
5000,433.0
4000,293.0
4000,355.0
6000,372.0
6000,465.0
5000,356.0
5000,333.0
4000,314.0
5000,338.0
4000,341.0
4000,355.0
4000,352.0
3500,252.0
3500,259.0
4000,270.0
3500,273.0
3000,247.0
4000,235.0
4500,319.0
4500,319.0
4500,331.0
4000,320.0
4500,335.0
4500,336.0
50,131.0
4000,369.0
4000,384.0
4000,396.0
4500,422.0
100,183.0
3000,293.0
3000,293.0
3000,291.0
3500,312.0
4000,322.0
4000,335.0
4000,333.0
4500,354.0
2000,309.0
2000,332.0
4000,333.0
4500,356.0
5000,503.0
4000,504.0
1000,458.0
3500,267.0
50,104.0
3000,257.0
3000,249.0
4000,980.0
3500,508.0
3000,244.0
3500,267.0
4000,326.0
4500,280.0
4000,325.0
4000,324.0
4000,250.0
4000,261.0
4500,314.0
4500,350.0
4500,280.0
5000,337.0
6000,389.0
6000,293.0
6000,267.0
4000,292.0
150,48.3
150,37.2
1200,41.7
3000,193.0
3000,186.0
400,77.3
400,77.4
3000,599.0
3000,993.0
4000,1091.0
4000,241.0
4000,243.0
4000,227.0
4000,223.0
1000,210.0
2500,302.0
2500,227.0
3000,191.0
3000,249.0
3000,477.0
3000,262.0
3000,283.0
3000,223.0
3000,220.0
3000,237.0
3000,229.0
4000,411.0
4000,508.0
4000,523.0
4000,518.0
4000,315.0
4000,311.0
4000,334.0
4000,412.0
4000,371.0
4000,338.0
4000,337.0
4000,358.0
4000,305.0
4002,350.0
4000,296.0
4000,341.0
4000,282.0
4000,270.0
4000,400.0
4000,340.0
4000,337.0
4000,427.0
4000,337.0
4000,273.0
4000,271.0
5000,467.0
5000,549.0
5000,363.0
5000,382.0
5000,385.0
5000,381.0
5000,393.0
5000,289.0
5000,318.0
5000,299.0
5000,433.0
5000,437.0
5000,343.0
5000,392.0
5000,391.0
5000,389.0
5000,397.0
5000,373.0
5000,326.0
5000,307.0
6000,523.0
6000,427.0
6000,420.0
6000,444.0
6000,402.0
6000,436.0
6000,407.0
6000,405.0
6000,493.0
6000,430.0
5000,360.0
5000,370.0
750,336.0
7500,430.0
8000,450.0
8000,405.0
8000,430.0
8000,435.0
4000,319.0
5000,342.0
6000,405.0
12000,338.0
10000,435.0
8000,384.0
6000,755.0
6000,1291.0
5000,331.0
4000,266.0
6000,306.0
4000,430.0
4000,242.0
5000,267.0
6000,299.0
4000,262.0
5000,280.0
6000,306.0
4000,259.0
4000,258.0
5000,273.0
5000,283.0
6000,299.0
6000,307.0
100,66.2
4000,338.0
2500,200.0
10000,318.0
5000,304.0
4000,266.0
4000,570.0
10000,488.0
10000,475.0
12000,335.0
3000,207.0
3000,207.0
3000,227.0
3000,187.0
3000,205.0
3000,236.0
3000,259.0
4000,254.0
4000,229.0
4000,292.0
4000,227.0
4000,243.0
4000,220.0
4000,279.0
4500,251.0
5000,303.0
4500,277.0
5000,337.0
5000,310.0
5000,358.0
4000,294.0
4000,217.0
4000,229.0
150,59.7
4500,269.0
4500,240.0
5000,214.0
3000,367.0
4000,267.0
4500,282.0
4000,216.0
3000,204.0
3000,203.0
3000,223.0
3000,184.0
3000,202.0
3000,232.0
3000,256.0
4000,251.0
4000,226.0
4000,289.0
4000,224.0
4000,240.0
4000,216.0
4000,275.0
4500,247.0
5000,300.0
4500,273.0
5000,333.0
5000,307.0
5000,355.0
4000,291.0
4000,214.0
4000,226.0
150,56.2
4500,265.0
4500,237.0
5000,211.0
3000,364.0
4000,263.0
4500,279.0
4000,991.0
3500,522.0
3000,245.0
3500,284.0
