fc′,L,fR3,t,span_vu,Lc,span_mu,span,as,dps,fpe,fR1,control
67.0,207.8,7.67,33.300000000000004,10.074219757922377,3.0,15.453674732712063,10.074219757922377,280.0,207.8,1302.0,6.98,Shear control
67.0,217.20000000000002,7.67,33.300000000000004,10.501576533627347,3.0,16.269558588711085,10.501576533627347,280.0,217.20000000000002,1302.0,6.98,Shear control
67.0,226.6,7.67,33.300000000000004,10.933075247775975,3.0,17.09577584712599,10.933075247775975,280.0,226.6,1302.0,6.98,Shear control
67.0,235.9,7.67,33.300000000000004,11.363979829027594,3.0,17.922270672120753,11.363979829027594,280.0,235.9,1302.0,6.98,Shear control
67.0,245.29999999999998,7.67,33.300000000000004,11.803465678506905,3.0,18.766048270603317,11.803465678506905,280.0,245.29999999999998,1302.0,6.98,Shear control
67.0,254.7,7.67,33.300000000000004,12.246819794575627,3.0,19.617910013786062,12.246819794575627,280.0,254.7,1302.0,6.98,Shear control
67.0,264.1,7.67,33.300000000000004,12.693933727724998,3.0,20.47768653093112,12.693933727724998,280.0,264.1,1302.0,6.98,Shear control
67.0,273.4,7.67,33.300000000000004,13.13987885280214,3.0,21.3349932977664,13.13987885280214,280.0,273.4,1302.0,6.98,Shear control
67.0,282.8,7.67,33.300000000000004,13.594126905158763,3.0,22.20858408125245,13.594126905158763,280.0,282.8,1302.0,6.98,Shear control
67.0,292.2,7.67,33.300000000000004,14.051778326895526,3.0,23.089501294620838,14.051778326895526,280.0,292.2,1302.0,6.98,Shear control
67.0,301.59999999999997,7.67,33.300000000000004,14.512706134600135,3.0,23.976814419488083,14.512706134600135,280.0,301.59999999999997,1302.0,6.98,Shear control
67.0,310.90000000000003,7.67,33.300000000000004,14.971827594589366,3.0,24.862862268503815,14.971827594589366,280.0,310.90000000000003,1302.0,6.98,Shear control
67.0,320.29999999999995,7.67,33.300000000000004,15.438885678840256,3.0,25.765089160278567,15.438885678840256,280.0,320.29999999999995,1302.0,6.98,Shear control
67.0,329.7,7.67,33.300000000000004,15.908826724085296,3.0,26.67542113639925,15.908826724085296,280.0,329.7,1302.0,6.98,Shear control
67.0,339.1,7.67,33.300000000000004,16.381516161163663,3.0,27.59186192984599,16.381516161163663,280.0,339.1,1302.0,6.98,Shear control
67.0,348.4,7.67,33.300000000000004,16.85174893346852,3.0,28.503753001576957,16.85174893346852,280.0,348.4,1302.0,6.98,Shear control
67.0,357.8,7.67,33.300000000000004,17.329502945666604,3.0,29.426531124500947,17.329502945666604,280.0,357.8,1302.0,6.98,Shear control
67.0,367.20000000000005,7.67,33.300000000000004,17.809599605726447,3.0,30.35296001415326,17.809599605726447,280.0,367.20000000000005,1302.0,6.98,Shear control
67.0,376.59999999999997,7.67,33.300000000000004,18.291903033193478,3.0,31.28142926483873,18.291903033193478,280.0,376.59999999999997,1302.0,6.98,Shear control
67.0,385.90000000000003,7.67,33.300000000000004,18.771114348475244,3.0,32.201907210459176,18.771114348475244,280.0,385.90000000000003,1302.0,6.98,Shear control
67.0,395.3,7.67,33.300000000000004,19.25740540155643,3.0,33.13615892562036,19.25740540155643,280.0,395.3,1302.0,6.98,Shear control
67.0,104.7,7.67,35.5,5.861049342590829,3.0,7.332829154192961,5.861049342590829,280.0,104.7,1302.0,6.98,Shear control
67.0,114.1,7.67,35.5,6.258100607984161,3.0,8.072348978416374,6.258100607984161,280.0,114.1,1302.0,6.98,Shear control
67.0,123.39999999999999,7.67,35.5,6.653133333351578,3.0,8.81258702580658,6.653133333351578,280.0,123.39999999999999,1302.0,6.98,Shear control
67.0,132.8,7.67,35.5,7.055239866614857,3.0,9.386441427572501,7.055239866614857,280.0,132.8,1302.0,6.98,Shear control
67.0,142.2,7.67,35.5,7.460610558719352,3.0,10.171904991321886,7.460610558719352,280.0,142.2,1302.0,6.98,Shear control
67.0,151.60000000000002,7.67,35.5,7.869542076965721,3.0,10.961435686889283,7.869542076965721,280.0,151.60000000000002,1302.0,6.98,Shear control
67.0,160.89999999999998,7.67,35.5,8.27782617164348,3.0,11.74720452576552,8.27782617164348,280.0,160.89999999999998,1302.0,6.98,Shear control
67.0,170.3,7.67,35.5,8.69437397482143,3.0,12.545866646168447,8.69437397482143,280.0,170.3,1302.0,6.98,Shear control
67.0,179.7,7.67,35.5,9.114893734253435,3.0,13.350989004501981,9.114893734253435,280.0,179.7,1302.0,6.98,Shear control
67.0,189.1,7.67,35.5,9.539421426162358,3.0,14.160623240159206,9.539421426162358,280.0,189.1,1302.0,6.98,Shear control
67.0,198.4,7.67,35.5,9.963379909700576,3.0,14.967652857698981,9.963379909700576,280.0,198.4,1302.0,6.98,Shear control
67.0,207.8,7.67,35.5,10.395863326914146,3.0,15.788695302665722,10.395863326914146,280.0,207.8,1302.0,6.98,Shear control
67.0,217.20000000000002,7.67,35.5,10.832289706831347,3.0,16.61462687035234,10.832289706831347,280.0,217.20000000000002,1302.0,6.98,Shear control
67.0,226.6,7.67,35.5,11.272597218775402,3.0,17.45065879170114,11.272597218775402,280.0,226.6,1302.0,6.98,Shear control
67.0,235.9,7.67,35.5,11.711965636898341,3.0,18.286035069677837,11.711965636898341,280.0,235.9,1302.0,6.98,Shear control
67.0,245.29999999999998,7.67,35.5,12.15975715083127,3.0,19.138985168696554,12.15975715083127,280.0,245.29999999999998,1302.0,6.98,Shear control
67.0,254.7,7.67,35.5,12.61117065953243,3.0,19.99967864980907,12.61117065953243,280.0,254.7,1302.0,6.98,Shear control
67.0,264.1,7.67,35.5,13.066101531726416,3.0,20.867936829747425,13.066101531726416,280.0,264.1,1302.0,6.98,Shear control
67.0,273.4,7.67,35.5,13.519545243876852,3.0,21.733246503410143,13.519545243876852,280.0,273.4,1302.0,6.98,Shear control
67.0,282.8,7.67,35.5,13.981137965422345,3.0,22.61528526922279,13.981137965422345,280.0,282.8,1302.0,6.98,Shear control
67.0,292.2,7.67,35.5,14.445901236913798,3.0,23.504366531789113,14.445901236913798,280.0,292.2,1302.0,6.98,Shear control
67.0,301.59999999999997,7.67,35.5,14.913710908594648,3.0,24.399541965603518,14.913710908594648,280.0,301.59999999999997,1302.0,6.98,Shear control
67.0,310.90000000000003,7.67,35.5,15.379417354077967,3.0,25.29220761306553,15.379417354077967,280.0,310.90000000000003,1302.0,6.98,Shear control
67.0,320.29999999999995,7.67,35.5,15.852907762496548,3.0,26.20069373196695,15.852907762496548,280.0,320.29999999999995,1302.0,6.98,Shear control
67.0,329.7,7.67,35.5,16.32905902836459,3.0,27.117896872622953,16.32905902836459,280.0,329.7,1302.0,6.98,Shear control
67.0,339.1,7.67,35.5,16.807739112986408,3.0,28.04088067772165,16.807739112986408,280.0,339.1,1302.0,6.98,Shear control
67.0,348.4,7.67,35.5,17.283685182663838,3.0,28.959749218574093,17.283685182663838,280.0,348.4,1302.0,6.98,Shear control
67.0,357.8,7.67,35.5,17.76700049140401,3.0,29.88903181690141,17.76700049140401,280.0,357.8,1302.0,6.98,Shear control
67.0,367.20000000000005,7.67,35.5,18.25244637446877,3.0,30.820621376058874,18.25244637446877,280.0,367.20000000000005,1302.0,6.98,Shear control
67.0,376.59999999999997,7.67,35.5,18.739889477431714,3.0,31.754015344819024,18.739889477431714,280.0,376.59999999999997,1302.0,6.98,Shear control
67.0,385.90000000000003,7.67,35.5,19.223982074264296,3.0,32.68136892799606,19.223982074264296,280.0,385.90000000000003,1302.0,6.98,Shear control
67.0,395.3,7.67,35.5,19.715003542254987,3.0,33.61995437848545,19.715003542254987,280.0,395.3,1302.0,6.98,Shear control
67.0,104.7,7.67,37.699999999999996,6.058045900302989,3.0,7.526822389874929,6.058045900302989,280.0,104.7,1302.0,6.98,Shear control
67.0,114.1,7.67,37.699999999999996,6.468005616126593,3.0,8.28054121619567,6.468005616126593,280.0,114.1,1302.0,6.98,Shear control
67.0,123.39999999999999,7.67,37.699999999999996,6.875299626262429,3.0,9.034778878534654,6.875299626262429,280.0,123.39999999999999,1302.0,6.98,Shear control
67.0,132.8,7.67,37.699999999999996,7.289343888967825,3.0,9.618182282740694,7.289343888967825,280.0,132.8,1302.0,6.98,Shear control
67.0,142.2,7.67,37.699999999999996,7.706239534769222,3.0,10.418504151394725,7.706239534769222,280.0,142.2,1302.0,6.98,Shear control
67.0,151.60000000000002,7.67,37.699999999999996,8.126317751866555,3.0,11.221381625572187,8.126317751866555,280.0,151.60000000000002,1302.0,6.98,Shear control
67.0,160.89999999999998,7.67,37.699999999999996,8.545284028797438,3.0,12.019547710154352,8.545284028797438,280.0,160.89999999999998,1302.0,6.98,Shear control
67.0,170.3,7.67,37.699999999999996,8.972300213828666,3.0,12.831521143535284,8.972300213828666,280.0,170.3,1302.0,6.98,Shear control
67.0,179.7,7.67,37.699999999999996,9.40297483842225,3.0,13.647934792336564,9.40297483842225,280.0,179.7,1302.0,6.98,Shear control
67.0,189.1,7.67,37.699999999999996,9.837357648989606,3.0,14.469927419743103,9.837357648989606,280.0,189.1,1302.0,6.98,Shear control
67.0,198.4,7.67,37.699999999999996,10.270782530062249,3.0,15.287056994722743,10.270782530062249,280.0,198.4,1302.0,6.98,Shear control
67.0,207.8,7.67,37.699999999999996,10.712556541960911,3.0,16.11827483714506,10.712556541960911,280.0,207.8,1302.0,6.98,Shear control
67.0,217.20000000000002,7.67,37.699999999999996,11.158002353943106,3.0,16.954925154205714,11.158002353943106,280.0,217.20000000000002,1302.0,6.98,Shear control
67.0,226.6,7.67,37.699999999999996,11.60706491370143,3.0,17.79892731354611,11.60706491370143,280.0,226.6,1302.0,6.98,Shear control
67.0,235.9,7.67,37.699999999999996,12.05484080629989,3.0,18.64394818819145,12.05484080629989,280.0,235.9,1302.0,6.98,Shear control
67.0,245.29999999999998,7.67,37.699999999999996,12.51087811379435,3.0,19.50523973889534,12.51087811379435,280.0,245.29999999999998,1302.0,6.98,Shear control
67.0,254.7,7.67,37.699999999999996,12.97028852329121,3.0,20.375134056710912,12.97028852329121,280.0,254.7,1302.0,6.98,Shear control
67.0,264.1,7.67,37.699999999999996,13.432971501993528,3.0,21.25233174509213,13.432971501993528,280.0,264.1,1302.0,6.98,Shear control
67.0,273.4,7.67,37.699999999999996,13.893847614436462,3.0,22.126196606300326,13.893847614436462,280.0,273.4,1302.0,6.98,Shear control
67.0,282.8,7.67,37.699999999999996,14.362716289392033,3.0,23.015124650564918,14.362716289392033,280.0,282.8,1302.0,6.98,Shear control
67.0,292.2,7.67,37.699999999999996,14.834521105383173,3.0,23.911434974540285,14.834521105383173,280.0,292.2,1302.0,6.98,Shear control
67.0,301.59999999999997,7.67,37.699999999999996,15.309140973368088,3.0,24.81343415825676,15.309140973368088,280.0,301.59999999999997,1302.0,6.98,Shear control
67.0,310.90000000000003,7.67,37.699999999999996,15.781360370733948,3.0,25.713375711475926,15.781360370733948,280.0,310.90000000000003,1302.0,6.98,Shear control
67.0,320.29999999999995,7.67,37.699999999999996,16.261209359658146,3.0,26.628921704875218,16.261209359658146,280.0,320.29999999999995,1302.0,6.98,Shear control
67.0,329.7,7.67,37.699999999999996,16.74349635892332,3.0,27.552933033945095,16.74349635892332,280.0,329.7,1302.0,6.98,Shear control
67.0,339.1,7.67,37.699999999999996,17.228092049207003,3.0,28.481230293768213,17.228092049207003,280.0,339.1,1302.0,6.98,Shear control
67.0,348.4,7.67,37.699999999999996,17.709676803921322,3.0,29.406999277897626,17.709676803921322,280.0,348.4,1302.0,6.98,Shear control
67.0,357.8,7.67,37.699999999999996,18.1984777928663,3.0,30.341554595815364,18.1984777928663,280.0,357.8,1302.0,6.98,Shear control
67.0,367.20000000000005,7.67,37.699999999999996,18.689197244015144,3.0,31.27933105492274,18.689197244015144,280.0,367.20000000000005,1302.0,6.98,Shear control
67.0,376.59999999999997,7.67,37.699999999999996,19.18170448625555,3.0,32.219844697000674,19.18170448625555,280.0,376.59999999999997,1302.0,6.98,Shear control
67.0,385.90000000000003,7.67,37.699999999999996,19.670603895883108,3.0,33.15177446243846,19.670603895883108,280.0,385.90000000000003,1302.0,6.98,Shear control
67.0,395.3,7.67,37.699999999999996,20.16628091760349,3.0,34.09572938759871,20.16628091760349,280.0,395.3,1302.0,6.98,Shear control
67.0,104.7,7.67,39.800000000000004,6.241767287185103,3.0,7.707643150739822,6.241767287185103,280.0,104.7,1302.0,6.98,Shear control
67.0,114.1,7.67,39.800000000000004,6.664074928111905,3.0,8.47551336536381,6.664074928111905,280.0,114.1,1302.0,6.98,Shear control
67.0,123.39999999999999,7.67,39.800000000000004,7.083086676438584,3.0,9.242981012465988,7.083086676438584,280.0,123.39999999999999,1302.0,6.98,Shear control
67.0,132.8,7.67,39.800000000000004,7.508529689741954,3.0,9.837726103499785,7.508529689741954,280.0,132.8,1302.0,6.98,Shear control
67.0,142.2,7.67,39.800000000000004,7.936421233996089,3.0,10.650780467173854,7.936421233996089,280.0,142.2,1302.0,6.98,Shear control
67.0,151.60000000000002,7.67,39.800000000000004,8.367126614758568,3.0,11.467401428149087,8.367126614758568,280.0,151.60000000000002,1302.0,6.98,Shear control
67.0,160.89999999999998,7.67,39.800000000000004,8.79627014832627,3.0,12.277831484357153,8.79627014832627,280.0,160.89999999999998,1302.0,6.98,Shear control
67.0,170.3,7.67,39.800000000000004,9.233253338086906,3.0,13.101676012299425,9.233253338086906,280.0,170.3,1302.0,6.98,Shear control
67.0,179.7,7.67,39.800000000000004,9.673590341188442,3.0,13.928571804473668,9.673590341188442,280.0,179.7,1302.0,6.98,Shear control
67.0,189.1,7.67,39.800000000000004,10.117344591934089,3.0,14.76048537571604,10.117344591934089,280.0,189.1,1302.0,6.98,Shear control
67.0,198.4,7.67,39.800000000000004,10.559765965951007,3.0,15.5887038010888,10.559765965951007,280.0,198.4,1302.0,6.98,Shear control
67.0,207.8,7.67,39.800000000000004,11.0103643283097,3.0,16.42931053295234,11.0103643283097,280.0,207.8,1302.0,6.98,Shear control
67.0,217.20000000000002,7.67,39.800000000000004,11.464372104561685,3.0,17.27496296358077,11.464372104561685,280.0,217.20000000000002,1302.0,6.98,Shear control
67.0,226.6,7.67,39.800000000000004,11.921741056440444,3.0,18.12768574651093,11.921741056440444,280.0,226.6,1302.0,6.98,Shear control
67.0,235.9,7.67,39.800000000000004,12.377489261437375,3.0,18.980586980373836,12.377489261437375,280.0,235.9,1302.0,6.98,Shear control
67.0,245.29999999999998,7.67,39.800000000000004,12.84134139484709,3.0,19.850724791660532,12.84134139484709,280.0,245.29999999999998,1302.0,6.98,Shear control
67.0,254.7,7.67,39.800000000000004,13.30832672469647,3.0,20.72863285205243,13.30832672469647,280.0,254.7,1302.0,6.98,Shear control
67.0,264.1,7.67,39.800000000000004,13.7783488870936,3.0,21.612846591291333,13.7783488870936,280.0,264.1,1302.0,6.98,Shear control
67.0,273.4,7.67,39.800000000000004,14.246257854255516,3.0,22.494669587816713,14.246257854255516,280.0,273.4,1302.0,6.98,Shear control
67.0,282.8,7.67,39.800000000000004,14.722007793480735,3.0,23.391362744419546,14.722007793480735,280.0,282.8,1302.0,6.98,Shear control
67.0,292.2,7.67,39.800000000000004,15.200468736801326,3.0,24.29439026979059,15.200468736801326,280.0,292.2,1302.0,6.98,Shear control
67.0,301.59999999999997,7.67,39.800000000000004,15.681522723724923,3.0,25.20449738272035,15.681522723724923,280.0,301.59999999999997,1302.0,6.98,Shear control
67.0,310.90000000000003,7.67,39.800000000000004,16.15989225045651,3.0,26.10953883934347,16.15989225045651,280.0,310.90000000000003,1302.0,6.98,Shear control
67.0,320.29999999999995,7.67,39.800000000000004,16.645742508307418,3.0,27.03176291085913,16.645742508307418,280.0,320.29999999999995,1302.0,6.98,Shear control
67.0,329.7,7.67,39.800000000000004,17.133817445607214,3.0,27.961133942215227,17.133817445607214,280.0,329.7,1302.0,6.98,Shear control
67.0,339.1,7.67,39.800000000000004,17.623990510224377,3.0,28.896698329619657,17.623990510224377,280.0,339.1,1302.0,6.98,Shear control
67.0,348.4,7.67,39.800000000000004,18.11088876936696,3.0,29.82758715102908,18.11088876936696,280.0,348.4,1302.0,6.98,Shear control
67.0,357.8,7.67,39.800000000000004,18.604856349728955,3.0,30.76834143869223,18.604856349728955,280.0,357.8,1302.0,6.98,Shear control
67.0,367.20000000000005,7.67,39.800000000000004,19.100539947179286,3.0,31.71197609086739,19.100539947179286,280.0,367.20000000000005,1302.0,6.98,Shear control
67.0,376.59999999999997,7.67,39.800000000000004,19.59781159406116,3.0,32.656948643196856,19.59781159406116,280.0,376.59999999999997,1302.0,6.98,Shear control
67.0,385.90000000000003,7.67,39.800000000000004,20.0912308160832,3.0,33.5942687715171,20.0912308160832,280.0,385.90000000000003,1302.0,6.98,Shear control
67.0,395.3,7.67,39.800000000000004,20.5912829584517,3.0,34.543318216053095,20.5912829584517,280.0,395.3,1302.0,6.98,Shear control
67.0,104.7,7.67,42.0,6.429848181968063,3.0,7.893175773532904,6.429848181968063,280.0,104.7,1302.0,6.98,Shear control
67.0,114.1,7.67,42.0,6.865117499543248,3.0,8.675628102879068,6.865117499543248,280.0,114.1,1302.0,6.98,Shear control
67.0,123.39999999999999,7.67,42.0,7.296417791322372,3.0,9.456800906290175,7.296417791322372,280.0,123.39999999999999,1302.0,6.98,Shear control
67.0,132.8,7.67,42.0,7.733804629170928,3.0,10.064345296500916,7.733804629170928,280.0,132.8,1302.0,6.98,Shear control
67.0,142.2,7.67,42.0,8.17320881532318,3.0,10.89184728685786,8.17320881532318,280.0,142.2,1302.0,6.98,Shear control
67.0,151.60000000000002,7.67,42.0,8.615032626937566,3.0,11.720276114246733,8.615032626937566,280.0,151.60000000000002,1302.0,6.98,Shear control
67.0,160.89999999999998,7.67,42.0,9.054816583637228,3.0,12.543993151714487,9.054816583637228,280.0,160.89999999999998,1302.0,6.98,Shear control
67.0,170.3,7.67,42.0,9.502213584326698,3.0,13.379267510227274,9.502213584326698,280.0,170.3,1302.0,6.98,Shear control
67.0,179.7,7.67,42.0,9.952639779688907,3.0,14.218782694211313,9.952639779688907,280.0,179.7,1302.0,6.98,Shear control
67.0,189.1,7.67,42.0,10.406173512624031,3.0,15.061177946172297,10.406173512624031,280.0,189.1,1302.0,6.98,Shear control
67.0,198.4,7.67,42.0,10.857977619677051,3.0,15.899283090826398,10.857977619677051,280.0,198.4,1302.0,6.98,Shear control
67.0,207.8,7.67,42.0,11.317773955418753,3.0,16.750876854510985,11.317773955418753,280.0,207.8,1302.0,6.98,Shear control
67.0,217.20000000000002,7.67,42.0,11.780701228218987,3.0,17.606008180104816,11.780701228218987,280.0,217.20000000000002,1302.0,6.98,Shear control
67.0,226.6,7.67,42.0,12.246718695363626,3.0,18.467770524946392,12.246718695363626,280.0,226.6,1302.0,6.98,Shear control
67.0,235.9,7.67,42.0,12.710763129378378,3.0,19.328711414191602,12.710763129378378,280.0,235.9,1302.0,6.98,Shear control
67.0,245.29999999999998,7.67,42.0,13.182743310304978,3.0,20.2079107493858,13.182743310304978,280.0,245.29999999999998,1302.0,6.98,Shear control
67.0,254.7,7.67,42.0,13.657603029201036,3.0,21.093984017452247,13.657603029201036,280.0,254.7,1302.0,6.98,Shear control
67.0,264.1,7.67,42.0,14.135250554521296,3.0,21.986752582993464,14.135250554521296,280.0,264.1,1302.0,6.98,Shear control
67.0,273.4,7.67,42.0,14.610462855571129,3.0,22.87530578504341,14.610462855571129,280.0,273.4,1302.0,6.98,Shear control
67.0,282.8,7.67,42.0,15.093355055091536,3.0,23.77997264857641,15.093355055091536,280.0,282.8,1302.0,6.98,Shear control
67.0,292.2,7.67,42.0,15.578721043476268,3.0,24.690732532143734,15.578721043476268,280.0,292.2,1302.0,6.98,Shear control
67.0,301.59999999999997,7.67,42.0,16.066446350199588,3.0,25.60652820854442,16.066446350199588,280.0,301.59999999999997,1302.0,6.98,Shear control
67.0,310.90000000000003,7.67,42.0,16.551189491273508,3.0,26.51957693305307,16.551189491273508,280.0,310.90000000000003,1302.0,6.98,Shear control
67.0,320.29999999999995,7.67,42.0,17.043255920763887,3.0,27.44876908769801,17.043255920763887,280.0,320.29999999999995,1302.0,6.98,Shear control
67.0,329.7,7.67,42.0,17.53732297151272,3.0,28.38375523557842,17.53732297151272,280.0,329.7,1302.0,6.98,Shear control
67.0,339.1,7.67,42.0,18.03326716548129,3.0,29.32449506484686,18.03326716548129,280.0,339.1,1302.0,6.98,Shear control
67.0,348.4,7.67,42.0,18.52566065951925,3.0,30.262685133151102,18.52566065951925,280.0,348.4,1302.0,6.98,Shear control
67.0,357.8,7.67,42.0,19.02496873123474,3.0,31.20908128004451,19.02496873123474,280.0,357.8,1302.0,6.98,Shear control
67.0,367.20000000000005,7.67,42.0,19.525780817457022,3.0,32.158803311487446,19.525780817457022,280.0,367.20000000000005,1302.0,6.98,Shear control
67.0,376.59999999999997,7.67,42.0,20.02797192722881,3.0,33.10961449311679,20.02797192722881,280.0,376.59999999999997,1302.0,6.98,Shear control
67.0,385.90000000000003,7.67,42.0,20.526055495148487,3.0,34.05127463525768,20.526055495148487,280.0,385.90000000000003,1302.0,6.98,Shear control
67.0,395.3,7.67,42.0,21.030620133233718,3.0,35.005627932880365,21.030620133233718,280.0,395.3,1302.0,6.98,Shear control
67.0,104.7,7.67,44.2,6.613566037886787,3.0,8.074967445643471,6.613566037886787,280.0,104.7,1302.0,6.98,Shear control
67.0,114.1,7.67,44.2,7.061822137498636,3.0,8.871648563453842,7.061822137498636,280.0,114.1,1302.0,6.98,Shear control
