fc′,L,fR3,t,span_vu,Lc,span_mu,span,as,dps,fpe,fR1,control
67.0,383.40000000000003,7.67,42.6,19.58531490749688,30.0,33.01406663172893,19.58531490749688,280.0,383.40000000000003,1302.0,6.98,Shear control
67.0,333.0,7.67,83.5,23.785371388010606,30.0,35.04587884702099,23.785371388010606,280.0,333.0,1302.0,6.98,Shear control
67.0,210.9,7.67,37.6,10.19224534740815,30.0,15.68989233205628,10.19224534740815,280.0,210.9,1302.0,6.98,Shear control
67.0,383.1,7.67,81.8,26.587650224921738,30.0,40.28231725576833,26.587650224921738,280.0,383.1,1302.0,6.98,Shear control
67.0,300.59999999999997,7.67,70.9,19.940994955412826,30.0,29.623134112554514,19.940994955412826,280.0,300.59999999999997,1302.0,6.98,Shear control
67.0,336.6,7.67,31.9,15.058732691251434,30.0,26.138573410005332,15.058732691251434,280.0,336.6,1302.0,6.98,Shear control
67.0,296.70000000000005,7.67,57.3,17.598928420963613,30.0,27.03781460774919,17.598928420963613,280.0,296.70000000000005,1302.0,6.98,Shear control
67.0,303.9,7.67,91.30000000000001,23.053467361657226,30.0,32.96000227758369,23.053467361657226,280.0,303.9,1302.0,6.98,Shear control
67.0,343.2,7.67,42.9,17.5471523516387,30.0,29.068519241987456,17.5471523516387,280.0,343.2,1302.0,6.98,Shear control
67.0,225.3,7.67,92.8,18.065163626480775,30.0,24.45828694144311,18.065163626480775,280.0,225.3,1302.0,6.98,Shear control
67.0,332.1,7.67,34.9,15.438021028174944,30.0,26.346200964768215,15.438021028174944,280.0,332.1,1302.0,6.98,Shear control
67.0,324.29999999999995,7.67,86.8,23.724287194700228,30.0,34.57766839357658,23.724287194700228,280.0,324.29999999999995,1302.0,6.98,Shear control
67.0,372.0,7.67,62.300000000000004,22.666226466673898,30.0,35.72810733176111,22.666226466673898,280.0,372.0,1302.0,6.98,Shear control
67.0,210.29999999999998,7.67,76.39999999999999,15.250513605324514,30.0,20.92039819184605,15.250513605324514,280.0,210.29999999999998,1302.0,6.98,Shear control
67.0,120.0,7.67,92.5,10.70014370198248,30.0,12.8820438260028,10.70014370198248,280.0,120.0,1302.0,6.98,Shear control
67.0,398.4,7.67,57.9,23.356778966770033,30.0,37.66211989795141,23.356778966770033,280.0,398.4,1302.0,6.98,Shear control
67.0,282.3,7.67,92.39999999999999,21.796516179858532,30.0,30.710181961677538,21.796516179858532,280.0,282.3,1302.0,6.98,Shear control
67.0,232.5,7.67,77.60000000000001,16.758115893805172,30.0,23.385092357647867,16.758115893805172,280.0,232.5,1302.0,6.98,Shear control
67.0,327.6,7.67,43.3,16.816988729755007,30.0,27.60254473271086,16.816988729755007,280.0,327.6,1302.0,6.98,Shear control
67.0,279.0,7.67,96.4,22.08579040163478,30.0,30.865570874057557,22.08579040163478,280.0,279.0,1302.0,6.98,Shear control
67.0,167.4,7.67,56.9,10.58869878922472,30.0,14.365234568493905,10.58869878922472,280.0,167.4,1302.0,6.98,Shear control
67.0,161.1,7.67,97.60000000000001,14.056100473870721,30.0,17.747746238774873,14.056100473870721,280.0,161.1,1302.0,6.98,Shear control
67.0,290.4,7.67,75.30000000000001,19.97926091425846,30.0,29.202854950726017,19.97926091425846,280.0,290.4,1302.0,6.98,Shear control
67.0,207.6,7.67,74.5,14.86628478583172,30.0,20.4129055209911,14.86628478583172,280.0,207.6,1302.0,6.98,Shear control
67.0,149.4,7.67,70.5,10.96230922862491,30.0,14.020611374247792,10.96230922862491,280.0,149.4,1302.0,6.98,Shear control
67.0,244.2,7.67,71.8,16.72685255904203,30.0,23.844694745958922,16.72685255904203,280.0,244.2,1302.0,6.98,Shear control
67.0,135.3,7.67,73.4,10.365156116038815,30.0,12.828350449947576,10.365156116038815,280.0,135.3,1302.0,6.98,Shear control
67.0,243.0,7.67,48.2,13.32502903316068,30.0,20.27781723047434,13.32502903316068,280.0,243.0,1302.0,6.98,Shear control
67.0,222.6,7.67,81.9,16.654981642311732,30.0,22.87533212010728,16.654981642311732,280.0,222.6,1302.0,6.98,Shear control
67.0,237.9,7.67,44.900000000000006,12.567711405595974,30.0,19.27409929617448,12.567711405595974,280.0,237.9,1302.0,6.98,Shear control
67.0,166.2,7.67,67.8,11.68320865321638,30.0,15.446434650284115,11.68320865321638,280.0,166.2,1302.0,6.98,Shear control
67.0,187.20000000000002,7.67,43.5,9.938545060188344,30.0,14.485421009081103,9.938545060188344,280.0,187.20000000000002,1302.0,6.98,Shear control
67.0,205.2,7.67,61.1,13.115973652486952,30.0,18.500836548717608,13.115973652486952,280.0,205.2,1302.0,6.98,Shear control
67.0,180.0,7.67,43.4,9.591475619649334,30.0,13.839977248607106,9.591475619649334,280.0,180.0,1302.0,6.98,Shear control
67.0,147.60000000000002,7.67,83.7,11.993472764768514,30.0,15.027882246140287,11.993472764768514,280.0,147.60000000000002,1302.0,6.98,Shear control
67.0,208.2,7.67,86.7,16.26555732578896,30.0,21.897884023798948,16.26555732578896,280.0,208.2,1302.0,6.98,Shear control
67.0,267.90000000000003,7.67,89.2,20.450296495350642,30.0,28.6972245823654,20.450296495350642,280.0,267.90000000000003,1302.0,6.98,Shear control
67.0,332.4,7.67,91.1,24.850417626595068,30.0,36.105575896174024,24.850417626595068,280.0,332.4,1302.0,6.98,Shear control
67.0,110.7,7.67,38.9,6.0637963599570535,30.0,7.7794486000012135,6.0637963599570535,280.0,110.7,1302.0,6.98,Shear control
67.0,245.10000000000002,7.67,63.8,15.698509453815907,30.0,22.824874522053896,15.698509453815907,280.0,245.10000000000002,1302.0,6.98,Shear control
67.0,285.3,7.67,68.9,18.74371938677201,30.0,27.708227880593597,18.74371938677201,280.0,285.3,1302.0,6.98,Shear control
67.0,364.20000000000005,7.67,85.1,25.95194766254136,30.0,38.73669083885353,25.95194766254136,280.0,364.20000000000005,1302.0,6.98,Shear control
67.0,330.90000000000003,7.67,93.5,25.092987271260878,30.0,36.28374200111413,25.092987271260878,280.0,330.90000000000003,1302.0,6.98,Shear control
67.0,201.0,7.67,41.300000000000004,10.277671780601326,30.0,15.38175379352705,10.277671780601326,280.0,201.0,1302.0,6.98,Shear control
67.0,327.90000000000003,7.67,80.8,23.06973807521904,30.0,34.07710407547192,23.06973807521904,280.0,327.90000000000003,1302.0,6.98,Shear control
67.0,234.9,7.67,68.5,15.746328915801831,30.0,22.441306067433153,15.746328915801831,280.0,234.9,1302.0,6.98,Shear control
67.0,345.3,7.67,34.9,16.089615138023873,30.0,27.61999023119838,16.089615138023873,280.0,345.3,1302.0,6.98,Shear control
67.0,309.0,7.67,90.6,23.28613103563656,30.0,33.429321047112396,23.28613103563656,280.0,309.0,1302.0,6.98,Shear control
67.0,358.8,7.67,43.8,18.531938104765832,30.0,30.802887249659943,18.531938104765832,280.0,358.8,1302.0,6.98,Shear control
67.0,320.7,7.67,57.2,18.90656589372975,30.0,29.473116576174494,18.90656589372975,280.0,320.7,1302.0,6.98,Shear control
67.0,145.8,7.67,53.199999999999996,9.085256036354632,30.0,11.946704163253868,9.085256036354632,280.0,145.8,1302.0,6.98,Shear control
67.0,327.0,7.67,60.6,19.82859317320267,30.0,30.712947379032954,19.82859317320267,280.0,327.0,1302.0,6.98,Shear control
67.0,390.90000000000003,7.67,76.1,26.125728416687252,30.0,40.17510110036649,26.125728416687252,280.0,390.90000000000003,1302.0,6.98,Shear control
67.0,378.3,7.67,62.7,23.09486608862612,30.0,36.46303006484433,23.09486608862612,280.0,378.3,1302.0,6.98,Shear control
67.0,162.89999999999998,7.67,72.9,11.995588083893566,30.0,15.638067081092215,11.995588083893566,280.0,162.89999999999998,1302.0,6.98,Shear control
67.0,350.4,7.67,83.9,24.919477799910474,30.0,37.0257273964081,24.919477799910474,280.0,350.4,1302.0,6.98,Shear control
67.0,150.9,7.67,56.800000000000004,9.715988070984926,30.0,12.799041345262866,9.715988070984926,280.0,150.9,1302.0,6.98,Shear control
67.0,206.7,7.67,96.5,17.184730351599978,30.0,22.809475681511362,17.184730351599978,280.0,206.7,1302.0,6.98,Shear control
67.0,112.19999999999999,7.67,85.7,9.727726916327796,30.0,11.576432186448631,9.727726916327796,280.0,112.19999999999999,1302.0,6.98,Shear control
67.0,314.7,7.67,54.800000000000004,18.17146679811431,30.0,28.43870951134087,18.17146679811431,280.0,314.7,1302.0,6.98,Shear control
67.0,260.7,7.67,45.0,13.714730502236053,30.0,21.43025536972046,13.714730502236053,280.0,260.7,1302.0,6.98,Shear control
67.0,311.7,7.67,59.2,18.73950317121565,30.0,28.890630708992855,18.73950317121565,280.0,311.7,1302.0,6.98,Shear control
67.0,360.9,7.67,91.7,26.739366756702093,30.0,39.38547646731067,26.739366756702093,280.0,360.9,1302.0,6.98,Shear control
67.0,388.2,7.67,92.7,28.595473046713543,30.0,42.58093973259941,28.595473046713543,280.0,388.2,1302.0,6.98,Shear control
67.0,358.5,7.67,49.2,19.542910446375398,30.0,31.857876130831755,19.542910446375398,280.0,358.5,1302.0,6.98,Shear control
67.0,309.59999999999997,7.67,74.39999999999999,21.002098629467724,30.0,31.11800234025264,21.002098629467724,280.0,309.59999999999997,1302.0,6.98,Shear control
67.0,355.5,7.67,37.199999999999996,17.06202131688914,30.0,29.101918025940936,17.06202131688914,280.0,355.5,1302.0,6.98,Shear control
67.0,313.2,7.67,84.8,22.74218851712944,30.0,33.062619127062156,22.74218851712944,280.0,313.2,1302.0,6.98,Shear control
67.0,187.5,7.67,93.60000000000001,15.571876261026883,30.0,20.363417485697646,15.571876261026883,280.0,187.5,1302.0,6.98,Shear control
67.0,374.09999999999997,7.67,39.1,18.394726728152087,30.0,31.337993061905625,18.394726728152087,280.0,374.09999999999997,1302.0,6.98,Shear control
67.0,359.70000000000005,7.67,82.3,25.24453505915614,30.0,37.8015378482147,25.24453505915614,280.0,359.70000000000005,1302.0,6.98,Shear control
67.0,252.2,7.67,52.6,14.465993061265078,30.0,21.85288097460471,14.465993061265078,280.0,252.2,1302.0,6.98,Shear control
67.0,293.7,7.67,86.7,21.777290741566585,30.0,31.193003117375206,21.777290741566585,280.0,293.7,1302.0,6.98,Shear control
67.0,173.4,7.67,87.6,14.051972596430872,30.0,18.20970393298918,14.051972596430872,280.0,173.4,1302.0,6.98,Shear control
67.0,134.7,7.67,40.099999999999994,7.187370800881978,30.0,9.575528493058503,7.187370800881978,280.0,134.7,1302.0,6.98,Shear control
67.0,191.70000000000002,7.67,70.6,13.47157118295754,30.0,18.326469600787387,13.47157118295754,280.0,191.70000000000002,1302.0,6.98,Shear control
67.0,151.2,7.67,47.5,8.739261043523284,30.0,11.814426651226311,8.739261043523284,280.0,151.2,1302.0,6.98,Shear control
67.0,250.5,7.67,54.0,14.586225402466793,30.0,21.90568234368999,14.586225402466793,280.0,250.5,1302.0,6.98,Shear control
67.0,268.8,7.67,49.8,14.899040388125325,30.0,23.013326921514444,14.899040388125325,280.0,268.8,1302.0,6.98,Shear control
67.0,365.70000000000005,7.67,95.3,27.56959214157153,30.0,40.46322778101465,27.56959214157153,280.0,365.70000000000005,1302.0,6.98,Shear control
67.0,328.5,7.67,68.7,21.23757846490701,30.0,32.22995928785022,21.23757846490701,280.0,328.5,1302.0,6.98,Shear control
67.0,289.2,7.67,59.7,17.565952192772237,30.0,26.67026699306346,17.565952192772237,280.0,289.2,1302.0,6.98,Shear control
67.0,196.20000000000002,7.67,46.5,10.764551514290641,30.0,15.701227626598257,10.764551514290641,280.0,196.20000000000002,1302.0,6.98,Shear control
67.0,206.1,7.67,73.6,14.671504705251973,30.0,20.15048699009336,14.671504705251973,280.0,206.1,1302.0,6.98,Shear control
67.0,291.0,7.67,48.0,15.757369067275555,30.0,24.87151244398224,15.757369067275555,280.0,291.0,1302.0,6.98,Shear control
67.0,116.4,7.67,52.400000000000006,7.549056792191258,30.0,9.4727290383454,7.549056792191258,280.0,116.4,1302.0,6.98,Shear control
67.0,161.70000000000002,7.67,69.7,11.611727291138084,30.0,15.189918852567414,11.611727291138084,280.0,161.70000000000002,1302.0,6.98,Shear control
67.0,380.40000000000003,7.67,68.6,24.243153328932667,30.0,37.74695590649387,24.243153328932667,280.0,380.40000000000003,1302.0,6.98,Shear control
67.0,154.20000000000002,7.67,74.0,11.571822539547016,30.0,14.847492579636707,11.571822539547016,280.0,154.20000000000002,1302.0,6.98,Shear control
67.0,172.5,7.67,79.2,13.19900787309541,30.0,17.275782803689196,13.19900787309541,280.0,172.5,1302.0,6.98,Shear control
67.0,214.5,7.67,95.60000000000001,17.631074857940565,30.0,23.581768688840185,17.631074857940565,280.0,214.5,1302.0,6.98,Shear control
67.0,371.40000000000003,7.67,41.2,18.67796642865337,30.0,31.518826925141052,18.67796642865337,280.0,371.40000000000003,1302.0,6.98,Shear control
67.0,362.09999999999997,7.67,64.69999999999999,22.518309041202905,30.0,35.11628724634023,22.518309041202905,280.0,362.09999999999997,1302.0,6.98,Shear control
67.0,184.2,7.67,74.30000000000001,13.425636217598289,30.0,17.977772884543135,13.425636217598289,280.0,184.2,1302.0,6.98,Shear control
67.0,284.7,7.67,62.8,17.793320153747906,30.0,26.704395752796906,17.793320153747906,280.0,284.7,1302.0,6.98,Shear control
67.0,167.7,7.67,63.1,11.278466485847376,30.0,15.08880825870426,11.278466485847376,280.0,167.7,1302.0,6.98,Shear control
67.0,372.3,7.67,40.0,18.483896368161748,30.0,31.352786962694083,18.483896368161748,280.0,372.3,1302.0,6.98,Shear control
67.0,171.6,7.67,55.599999999999994,10.661273582471132,30.0,14.609953569260547,10.661273582471132,280.0,171.6,1302.0,6.98,Shear control
67.0,167.1,7.67,65.19999999999999,11.466161146871064,30.0,15.258073116604981,11.466161146871064,280.0,167.1,1302.0,6.98,Shear control
67.0,121.2,7.67,97.4,11.082585607973664,30.0,13.340514612963494,11.082585607973664,280.0,121.2,1302.0,6.98,Shear control
67.0,342.0,7.67,78.5,23.58007887272458,30.0,35.260294660198156,23.58007887272458,280.0,342.0,1302.0,6.98,Shear control
67.0,399.3,7.67,66.4,24.95108000481324,30.0,39.35800934011362,24.95108000481324,280.0,399.3,1302.0,6.98,Shear control
67.0,148.79999999999998,7.67,99.0,13.262339007993326,30.0,16.43380969332216,13.262339007993326,280.0,148.79999999999998,1302.0,6.98,Shear control
67.0,298.8,7.67,67.10000000000001,19.258970770270523,30.0,28.841400974261454,19.258970770270523,280.0,298.8,1302.0,6.98,Shear control
67.0,308.09999999999997,7.67,54.699999999999996,17.79503291884896,30.0,27.751017827518595,17.79503291884896,280.0,308.09999999999997,1302.0,6.98,Shear control
67.0,253.5,7.67,84.0,18.86933998816267,30.0,26.44958053391742,18.86933998816267,280.0,253.5,1302.0,6.98,Shear control
67.0,127.5,7.67,82.0,10.528719989991636,30.0,12.682850736476178,10.528719989991636,280.0,127.5,1302.0,6.98,Shear control
67.0,109.5,7.67,56.5,7.54003952622666,30.0,9.204374845955657,7.54003952622666,280.0,109.5,1302.0,6.98,Shear control
67.0,273.3,7.67,46.6,14.612258453312188,30.0,22.90680828592466,14.612258453312188,280.0,273.3,1302.0,6.98,Shear control
67.0,349.2,7.67,73.89999999999999,23.289242404598035,30.0,35.30538777266844,23.289242404598035,280.0,349.2,1302.0,6.98,Shear control
67.0,240.9,7.67,73.7,16.77737216801742,30.0,23.757584783194414,16.77737216801742,280.0,240.9,1302.0,6.98,Shear control
67.0,348.9,7.67,32.9,15.861998033341395,30.0,27.534115465240347,15.861998033341395,280.0,348.9,1302.0,6.98,Shear control
67.0,238.5,7.67,99.3,19.682418845863424,30.0,26.6768292254427,19.682418845863424,280.0,238.5,1302.0,6.98,Shear control
67.0,397.5,7.67,30.700000000000003,17.80582196308944,30.0,31.741125156294174,17.80582196308944,280.0,397.5,1302.0,6.98,Shear control
67.0,235.8,7.67,98.7,19.42994254025514,30.0,26.30485020248142,19.42994254025514,280.0,235.8,1302.0,6.98,Shear control
67.0,144.0,7.67,88.4,12.12340865667534,30.0,15.025064678703899,12.12340865667534,280.0,144.0,1302.0,6.98,Shear control
67.0,330.0,7.67,35.3,15.413337904588102,30.0,26.22772843099221,15.413337904588102,280.0,330.0,1302.0,6.98,Shear control
67.0,194.70000000000002,7.67,37.199999999999996,9.413644360476953,30.0,14.236232613531625,9.413644360476953,280.0,194.70000000000002,1302.0,6.98,Shear control
67.0,338.7,7.67,51.7,18.934144880150413,30.0,30.325182183009126,18.934144880150413,280.0,338.7,1302.0,6.98,Shear control
67.0,337.8,7.67,66.10000000000001,21.355808392357766,30.0,32.78644112067744,21.355808392357766,280.0,337.8,1302.0,6.98,Shear control
67.0,157.20000000000002,7.67,73.0,11.661138905213992,30.0,15.060635769800541,11.661138905213992,280.0,157.20000000000002,1302.0,6.98,Shear control
67.0,102.3,7.67,32.4,5.113035340360537,30.0,6.536421645615959,5.113035340360537,280.0,102.3,1302.0,6.98,Shear control
67.0,174.6,7.67,69.4,12.337036603971208,30.0,16.461355636209614,12.337036603971208,280.0,174.6,1302.0,6.98,Shear control
67.0,168.0,7.67,67.7,11.776849605736928,30.0,15.615576204076975,11.776849605736928,280.0,168.0,1302.0,6.98,Shear control
67.0,346.5,7.67,32.300000000000004,15.62165707240714,30.0,27.172289619570986,15.62165707240714,280.0,346.5,1302.0,6.98,Shear control
67.0,238.8,7.67,80.4,17.494188515864817,30.0,24.408894892193846,17.494188515864817,280.0,238.8,1302.0,6.98,Shear control
67.0,151.79999999999998,7.67,53.900000000000006,9.460268373878296,30.0,12.574524422186347,9.460268373878296,280.0,151.79999999999998,1302.0,6.98,Shear control
67.0,109.8,7.67,55.9,7.5078732283086485,30.0,9.183103659932078,7.5078732283086485,280.0,109.8,1302.0,6.98,Shear control
67.0,198.6,7.67,94.60000000000001,16.43478194939382,30.0,21.70439962729441,16.43478194939382,280.0,198.6,1302.0,6.98,Shear control
67.0,212.4,7.67,87.2,16.594856730497035,30.0,22.40856169935937,16.594856730497035,280.0,212.4,1302.0,6.98,Shear control
67.0,199.8,7.67,78.89999999999999,14.881784655174819,30.0,20.11798850309244,14.881784655174819,280.0,199.8,1302.0,6.98,Shear control
67.0,114.6,7.67,60.8,8.151383487576375,30.0,10.01292162584109,8.151383487576375,280.0,114.6,1302.0,6.98,Shear control
67.0,299.70000000000005,7.67,43.8,15.479574649799444,30.0,24.95943530117676,15.479574649799444,280.0,299.70000000000005,1302.0,6.98,Shear control
67.0,294.0,7.67,81.10000000000001,21.02310559448991,30.0,30.43420479751251,21.02310559448991,280.0,294.0,1302.0,6.98,Shear control
67.0,271.8,7.67,65.0,17.38872448060608,30.0,25.719353001025812,17.38872448060608,280.0,271.8,1302.0,6.98,Shear control
67.0,328.2,7.67,58.2,19.491789847371066,30.0,30.42097531310489,19.491789847371066,280.0,328.2,1302.0,6.98,Shear control
67.0,215.7,7.67,71.5,14.996426687380136,30.0,20.873244949410054,14.996426687380136,280.0,215.7,1302.0,6.98,Shear control
67.0,247.79999999999998,7.67,81.5,18.19501561120934,30.0,25.511937648203762,18.19501561120934,280.0,247.79999999999998,1302.0,6.98,Shear control
67.0,193.8,7.67,61.6,12.550125149933466,30.0,17.455491165080378,12.550125149933466,280.0,193.8,1302.0,6.98,Shear control
67.0,255.0,7.67,74.89999999999999,17.7848645256702,30.0,25.3959269471845,17.7848645256702,280.0,255.0,1302.0,6.98,Shear control
67.0,118.2,7.67,97.9,10.88109870948916,30.0,13.028551430208331,10.88109870948916,280.0,118.2,1302.0,6.98,Shear control
67.0,387.0,7.67,55.300000000000004,22.23814641057935,30.0,35.97221381615896,22.23814641057935,280.0,387.0,1302.0,6.98,Shear control
67.0,137.4,7.67,31.7,6.342092260617666,30.0,9.045704076976142,6.342092260617666,280.0,137.4,1302.0,6.98,Shear control
67.0,341.7,7.67,45.400000000000006,17.940648738038316,30.0,29.41680750900246,17.940648738038316,280.0,341.7,1302.0,6.98,Shear control
67.0,349.5,7.67,30.0,15.292282885818285,30.0,26.94732994008759,15.292282885818285,280.0,349.5,1302.0,6.98,Shear control
67.0,378.90000000000003,7.67,90.2,27.638828621347887,30.0,41.16045695040588,27.638828621347887,280.0,378.90000000000003,1302.0,6.98,Shear control
67.0,123.0,7.67,69.1,9.280253356856015,30.0,11.480301299404537,9.280253356856015,280.0,123.0,1302.0,6.98,Shear control
67.0,326.40000000000003,7.67,74.80000000000001,22.069778169731944,30.0,32.9856840236049,22.069778169731944,280.0,326.40000000000003,1302.0,6.98,Shear control
67.0,281.4,7.67,75.5,19.463921053554706,30.0,28.273605112839856,19.463921053554706,280.0,281.4,1302.0,6.98,Shear control
67.0,209.1,7.67,60.3,13.228935596406494,30.0,18.77543091985805,13.228935596406494,280.0,209.1,1302.0,6.98,Shear control
67.0,183.9,7.67,90.30000000000001,15.012446979487052,30.0,19.632041132458326,15.012446979487052,280.0,183.9,1302.0,6.98,Shear control
67.0,294.59999999999997,7.67,39.1,14.38734064993124,30.0,23.588281331203632,14.38734064993124,280.0,294.59999999999997,1302.0,6.98,Shear control
67.0,373.5,7.67,88.6,27.060851410146313,30.0,40.3121020774952,27.060851410146313,280.0,373.5,1302.0,6.98,Shear control
67.0,256.79999999999995,7.67,82.69999999999999,18.913272517706975,30.0,26.6354379126836,18.913272517706975,280.0,256.79999999999995,1302.0,6.98,Shear control
67.0,114.3,7.67,76.2,9.261493500073886,30.0,11.14841294739818,9.261493500073886,280.0,114.3,1302.0,6.98,Shear control
67.0,141.9,7.67,69.0,10.384903015404973,30.0,13.118426505324647,10.384903015404973,280.0,141.9,1302.0,6.98,Shear control
67.0,229.5,7.67,32.099999999999994,10.156037443829494,30.0,16.40308988288964,10.156037443829494,280.0,229.5,1302.0,6.98,Shear control
67.0,371.7,7.67,79.9,25.59589150146162,30.0,38.72706707857458,25.59589150146162,280.0,371.7,1302.0,6.98,Shear control
67.0,259.5,7.67,67.4,17.02542279129341,30.0,24.809502235297483,17.02542279129341,280.0,259.5,1302.0,6.98,Shear control
67.0,271.2,7.67,90.7,20.854813769245794,30.0,29.25714290813749,20.854813769245794,280.0,271.2,1302.0,6.98,Shear control
67.0,360.3,7.67,87.7,26.10600521527296,30.0,38.709322050693714,26.10600521527296,280.0,360.3,1302.0,6.98,Shear control
67.0,151.5,7.67,35.8,7.39267484316166,30.0,10.458799665177013,7.39267484316166,280.0,151.5,1302.0,6.98,Shear control
67.0,144.6,7.67,72.7,10.871909445521856,30.0,13.732962204835328,10.871909445521856,280.0,144.6,1302.0,6.98,Shear control
67.0,207.3,7.67,81.3,15.617942138704585,30.0,21.18467223325554,15.617942138704585,280.0,207.3,1302.0,6.98,Shear control
67.0,218.70000000000002,7.67,50.8,12.469402824914999,30.0,18.378435753330557,12.469402824914999,280.0,218.70000000000002,1302.0,6.98,Shear control
67.0,106.2,7.67,94.89999999999999,9.794461178428744,30.0,11.471937627867733,9.794461178428744,280.0,106.2,1302.0,6.98,Shear control
67.0,183.60000000000002,7.67,53.8,11.067963903387016,30.0,15.512218257027508,11.067963903387016,280.0,183.60000000000002,1302.0,6.98,Shear control
67.0,107.1,7.67,45.199999999999996,6.485041561516943,30.0,8.06176783771914,6.485041561516943,280.0,107.1,1302.0,6.98,Shear control
67.0,286.8,7.67,74.6,19.66178170009816,30.0,28.7166012338277,19.66178170009816,280.0,286.8,1302.0,6.98,Shear control
67.0,381.0,7.67,62.6,23.230646479224482,30.0,36.72812782719725,23.230646479224482,280.0,381.0,1302.0,6.98,Shear control
67.0,292.2,7.67,65.19999999999999,18.58754528468518,30.0,27.8559988280026,18.58754528468518,280.0,292.2,1302.0,6.98,Shear control
67.0,353.4,7.67,36.8,16.875819920535825,30.0,28.811616644771405,16.875819920535825,280.0,353.4,1302.0,6.98,Shear control
67.0,245.4,7.67,87.6,18.792890134370353,30.0,26.02948769132043,18.792890134370353,280.0,245.4,1302.0,6.98,Shear control
67.0,219.29999999999998,7.67,64.5,14.332735642509645,30.0,20.332719884034123,14.332735642509645,280.0,219.29999999999998,1302.0,6.98,Shear control
67.0,339.0,7.67,68.7,21.850297091596357,30.0,33.34899034273676,21.850297091596357,280.0,339.0,1302.0,6.98,Shear control
67.0,182.10000000000002,7.67,58.1,11.502226144905725,30.0,15.900444552189601,11.502226144905725,280.0,182.10000000000002,1302.0,6.98,Shear control
67.0,272.1,7.67,50.5,15.183126553848993,30.0,23.450926377614092,15.183126553848993,280.0,272.1,1302.0,6.98,Shear control
67.0,305.4,7.67,42.4,15.519454215567688,30.0,25.251327134168438,15.519454215567688,280.0,305.4,1302.0,6.98,Shear control
67.0,398.7,7.67,30.700000000000003,17.865925722146272,30.0,31.858582812831788,17.865925722146272,280.0,398.7,1302.0,6.98,Shear control
67.0,158.70000000000002,7.67,69.2,11.386973494882946,30.0,14.836824353268062,11.386973494882946,280.0,158.70000000000002,1302.0,6.98,Shear control
67.0,357.9,7.67,48.7,19.417124525656437,30.0,31.697758977802412,19.417124525656437,280.0,357.9,1302.0,6.98,Shear control
67.0,360.0,7.67,94.5,27.09204025527691,30.0,39.70177082068801,27.09204025527691,280.0,360.0,1302.0,6.98,Shear control
67.0,367.20000000000005,7.67,43.9,18.991877647839964,30.0,31.66273842556121,18.991877647839964,280.0,367.20000000000005,1302.0,6.98,Shear control
67.0,222.89999999999998,7.67,72.9,15.596557952311912,30.0,21.78736438409412,15.596557952311912,280.0,222.89999999999998,1302.0,6.98,Shear control
67.0,311.09999999999997,7.67,33.2,14.0884900644079,30.0,23.9898266948874,14.0884900644079,280.0,311.09999999999997,1302.0,6.98,Shear control
67.0,213.29999999999998,7.67,90.0,16.957148334268474,30.0,22.824249859964898,16.957148334268474,280.0,213.29999999999998,1302.0,6.98,Shear control
67.0,262.2,7.67,92.2,20.45192053996048,30.0,28.455108008517854,20.45192053996048,280.0,262.2,1302.0,6.98,Shear control
67.0,275.1,7.67,44.0,14.271360957436054,30.0,22.626181467698537,14.271360957436054,280.0,275.1,1302.0,6.98,Shear control
67.0,317.7,7.67,34.1,14.579673002009512,30.0,24.8007696804724,14.579673002009512,280.0,317.7,1302.0,6.98,Shear control
67.0,194.1,7.67,48.0,10.8611874545098,30.0,15.717676452891402,10.8611874545098,280.0,194.1,1302.0,6.98,Shear control
67.0,186.9,7.67,70.2,13.14446252885581,30.0,17.79364263808581,13.14446252885581,280.0,186.9,1302.0,6.98,Shear control
67.0,205.8,7.67,60.3,13.048517785599204,30.0,18.455755250706034,13.048517785599204,280.0,205.8,1302.0,6.98,Shear control
67.0,291.6,7.67,62.0,18.059869705707918,30.0,27.28613151471625,18.059869705707918,280.0,291.6,1302.0,6.98,Shear control
67.0,322.5,7.67,47.7,17.353216860636973,30.0,27.93768906461543,17.353216860636973,280.0,322.5,1302.0,6.98,Shear control
67.0,306.0,7.67,69.0,19.969655382026883,30.0,29.89667612089842,19.969655382026883,280.0,306.0,1302.0,6.98,Shear control
67.0,221.70000000000002,7.67,87.4,17.225912871009374,30.0,23.436253837192947,17.225912871009374,280.0,221.70000000000002,1302.0,6.98,Shear control
67.0,103.5,7.67,71.3,8.258175629643866,30.0,9.722605303218698,8.258175629643866,280.0,103.5,1302.0,6.98,Shear control
67.0,336.3,7.67,84.3,24.108307600057607,30.0,35.529355013693575,24.108307600057607,280.0,336.3,1302.0,6.98,Shear control
67.0,118.5,7.67,33.0,5.7744319006067855,30.0,7.778724929603305,5.7744319006067855,280.0,118.5,1302.0,6.98,Shear control
67.0,256.2,7.67,30.8,11.109897437165287,30.0,18.49816403963557,11.109897437165287,280.0,256.2,1302.0,6.98,Shear control
67.0,156.29999999999998,7.67,46.1,8.820799366512958,30.0,12.102824659703133,8.820799366512958,280.0,156.29999999999998,1302.0,6.98,Shear control
67.0,140.4,7.67,78.7,11.116984881481372,30.0,13.81928788031618,11.116984881481372,280.0,140.4,1302.0,6.98,Shear control
