fc′,L,fR3,t,span_vu,Lc,span_mu,span,as,dps,fpe,fR1,control
67.0,142.2,7.67,88.2,11.983982480940107,30.0,14.806483016151475,11.983982480940107,280.0,142.2,1302.0,6.98,Shear control
67.0,246.60000000000002,7.67,86.6,18.74939771713158,30.0,26.034362137633753,18.74939771713158,280.0,246.60000000000002,1302.0,6.98,Shear control
67.0,363.59999999999997,7.67,77.8,24.77329772744296,30.0,37.50307477583076,24.77329772744296,280.0,363.59999999999997,1302.0,6.98,Shear control
67.0,230.7,7.67,85.4,17.580860396073405,30.0,24.16537065846928,17.580860396073405,280.0,230.7,1302.0,6.98,Shear control
67.0,223.20000000000002,7.67,33.5,10.106524028363914,30.0,16.097845032613634,10.106524028363914,280.0,223.20000000000002,1302.0,6.98,Shear control
67.0,386.1,7.67,65.60000000000001,24.05171799989871,30.0,37.813710481858955,24.05171799989871,280.0,386.1,1302.0,6.98,Shear control
67.0,317.09999999999997,7.67,55.199999999999996,18.37034441560807,30.0,28.752803242769883,18.37034441560807,280.0,317.09999999999997,1302.0,6.98,Shear control
67.0,381.29999999999995,7.67,79.0,26.028972105074352,30.0,39.62500778089597,26.028972105074352,280.0,381.29999999999995,1302.0,6.98,Shear control
67.0,232.8,7.67,33.6,10.545725590659405,30.0,16.948098713448083,10.545725590659405,280.0,232.8,1302.0,6.98,Shear control
67.0,202.5,7.67,80.5,15.226386233399833,30.0,20.58462357711163,15.226386233399833,280.0,202.5,1302.0,6.98,Shear control
67.0,308.40000000000003,7.67,79.0,21.609388258105405,30.0,31.685472595903178,21.609388258105405,280.0,308.40000000000003,1302.0,6.98,Shear control
67.0,126.0,7.67,80.9,10.350351074866879,30.0,12.433889960861938,10.350351074866879,280.0,126.0,1302.0,6.98,Shear control
67.0,392.7,7.67,51.5,21.83186133289251,30.0,35.80558227402164,21.83186133289251,280.0,392.7,1302.0,6.98,Shear control
67.0,103.2,7.67,99.4,9.773598670687264,30.0,11.37177900493433,9.773598670687264,280.0,103.2,1302.0,6.98,Shear control
67.0,235.2,7.67,90.89999999999999,18.512517528559307,30.0,25.318649055441522,18.512517528559307,280.0,235.2,1302.0,6.98,Shear control
67.0,222.0,7.67,67.5,14.869329725836137,30.0,20.998554282616265,14.869329725836137,280.0,222.0,1302.0,6.98,Shear control
67.0,182.7,7.67,58.0,11.522437072405062,30.0,15.945829144224529,11.522437072405062,280.0,182.7,1302.0,6.98,Shear control
67.0,105.30000000000001,7.67,100.0,9.971331792417063,30.0,11.651131784149184,9.971331792417063,280.0,105.30000000000001,1302.0,6.98,Shear control
67.0,133.5,7.67,91.5,11.613376541152077,30.0,14.073110324345118,11.613376541152077,280.0,133.5,1302.0,6.98,Shear control
67.0,276.6,7.67,68.2,18.133321202131757,30.0,26.695734178405928,18.133321202131757,280.0,276.6,1302.0,6.98,Shear control
67.0,146.1,7.67,82.3,11.779931855223486,30.0,14.742635046476611,11.779931855223486,280.0,146.1,1302.0,6.98,Shear control
67.0,393.29999999999995,7.67,95.10000000000001,29.274973649963382,30.0,43.519982068349506,29.274973649963382,280.0,393.29999999999995,1302.0,6.98,Shear control
67.0,321.90000000000003,7.67,50.2,17.7653754518408,30.0,28.341590010967852,17.7653754518408,280.0,321.90000000000003,1302.0,6.98,Shear control
67.0,243.29999999999998,7.67,77.60000000000001,17.422651044158005,30.0,24.523932325552952,17.422651044158005,280.0,243.29999999999998,1302.0,6.98,Shear control
67.0,234.6,7.67,96.3,19.082279170511068,30.0,25.891552845534463,19.082279170511068,280.0,234.6,1302.0,6.98,Shear control
67.0,156.9,7.67,49.4,9.223175779714579,30.0,12.539253366543837,9.223175779714579,280.0,156.9,1302.0,6.98,Shear control
67.0,302.4,7.67,89.6,22.726562830664207,30.0,32.556799538974154,22.726562830664207,280.0,302.4,1302.0,6.98,Shear control
67.0,225.89999999999998,7.67,64.10000000000001,14.653901413520277,30.0,20.936863611258687,14.653901413520277,280.0,225.89999999999998,1302.0,6.98,Shear control
67.0,371.09999999999997,7.67,45.5,19.509461301518737,30.0,32.38572015959194,19.509461301518737,280.0,371.09999999999997,1302.0,6.98,Shear control
67.0,338.4,7.67,31.099999999999998,14.98327424008514,30.0,26.13602792138753,14.98327424008514,280.0,338.4,1302.0,6.98,Shear control
67.0,399.0,7.67,94.39999999999999,29.523840268861267,30.0,44.0459427717121,29.523840268861267,280.0,399.0,1302.0,6.98,Shear control
67.0,171.0,7.67,43.5,9.189720623837326,30.0,13.068146867192493,9.189720623837326,280.0,171.0,1302.0,6.98,Shear control
67.0,333.6,7.67,48.9,18.15661917771696,30.0,29.28178952023628,18.15661917771696,280.0,333.6,1302.0,6.98,Shear control
67.0,367.8,7.67,32.099999999999994,16.628316564971577,30.0,29.178509068562064,16.628316564971577,280.0,367.8,1302.0,6.98,Shear control
67.0,325.2,7.67,47.7,17.495420996583167,30.0,28.207473123425327,17.495420996583167,280.0,325.2,1302.0,6.98,Shear control
67.0,294.3,7.67,72.2,19.76137680954202,30.0,29.15374906118109,19.76137680954202,280.0,294.3,1302.0,6.98,Shear control
67.0,218.4,7.67,44.2,11.513900478325924,30.0,17.37071607708021,11.513900478325924,280.0,218.4,1302.0,6.98,Shear control
67.0,111.0,7.67,41.5,6.321552500153378,30.0,8.045823256433147,6.321552500153378,280.0,111.0,1302.0,6.98,Shear control
67.0,130.5,7.67,78.10000000000001,10.436093162648849,30.0,12.706535082021233,10.436093162648849,280.0,130.5,1302.0,6.98,Shear control
67.0,262.5,7.67,90.1,20.212019343233493,30.0,28.21971428054827,20.212019343233493,280.0,262.5,1302.0,6.98,Shear control
67.0,251.4,7.67,66.19999999999999,16.390424657820134,30.0,23.8066175585786,16.390424657820134,280.0,251.4,1302.0,6.98,Shear control
67.0,354.3,7.67,41.4,17.83182031809363,30.0,29.862983817731376,17.83182031809363,280.0,354.3,1302.0,6.98,Shear control
67.0,129.6,7.67,94.39999999999999,11.52594564300229,30.0,13.828125847718006,11.52594564300229,280.0,129.6,1302.0,6.98,Shear control
67.0,375.59999999999997,7.67,45.900000000000006,19.82618160741742,30.0,32.92162534592313,19.82618160741742,280.0,375.59999999999997,1302.0,6.98,Shear control
67.0,135.6,7.67,44.5,7.69616564912591,30.0,10.121974574383927,7.69616564912591,280.0,135.6,1302.0,6.98,Shear control
67.0,285.6,7.67,99.8,22.95161222890342,30.0,32.04590561126624,22.95161222890342,280.0,285.6,1302.0,6.98,Shear control
67.0,384.6,7.67,52.1,21.503972309901357,30.0,35.09391467066248,21.503972309901357,280.0,384.6,1302.0,6.98,Shear control
67.0,152.4,7.67,61.699999999999996,10.291797074494603,30.0,13.451111154473239,10.291797074494603,280.0,152.4,1302.0,6.98,Shear control
67.0,286.2,7.67,89.89999999999999,21.724798911548245,30.0,30.8068208206261,21.724798911548245,280.0,286.2,1302.0,6.98,Shear control
67.0,305.09999999999997,7.67,85.0,22.262580672622246,30.0,32.20353129014908,22.262580672622246,280.0,305.09999999999997,1302.0,6.98,Shear control
67.0,168.3,7.67,35.1,7.997027896003252,30.0,11.737631530351376,7.997027896003252,280.0,168.3,1302.0,6.98,Shear control
67.0,291.9,7.67,70.4,19.353119314370566,30.0,28.62803100469986,19.353119314370566,280.0,291.9,1302.0,6.98,Shear control
67.0,253.2,7.67,80.19999999999999,18.36737983149585,30.0,25.91936680179708,18.36737983149585,280.0,253.2,1302.0,6.98,Shear control
67.0,362.70000000000005,7.67,63.0,22.25954568333768,30.0,34.87776576268772,22.25954568333768,280.0,362.70000000000005,1302.0,6.98,Shear control
67.0,183.29999999999998,7.67,75.7,13.5179698303579,30.0,18.038203021747734,13.5179698303579,280.0,183.29999999999998,1302.0,6.98,Shear control
67.0,156.0,7.67,54.5,9.737383360702609,30.0,13.029128362425734,9.737383360702609,280.0,156.0,1302.0,6.98,Shear control
67.0,260.1,7.67,51.6,14.727840497713656,30.0,22.461648109817805,14.727840497713656,280.0,260.1,1302.0,6.98,Shear control
67.0,135.9,7.67,30.900000000000002,6.190492117809417,30.0,8.835549337446192,6.190492117809417,280.0,135.9,1302.0,6.98,Shear control
67.0,217.79999999999998,7.67,65.5,14.37497778207334,30.0,20.314897161572837,14.37497778207334,280.0,217.79999999999998,1302.0,6.98,Shear control
67.0,111.9,7.67,80.69999999999999,9.398686060524183,30.0,11.212335279055942,9.398686060524183,280.0,111.9,1302.0,6.98,Shear control
67.0,310.5,7.67,34.7,14.346927396941245,30.0,24.237953520613924,14.346927396941245,280.0,310.5,1302.0,6.98,Shear control
67.0,178.2,7.67,57.5,11.225378770601585,30.0,15.457970336038358,11.225378770601585,280.0,178.2,1302.0,6.98,Shear control
67.0,380.7,7.67,37.400000000000006,18.38530454211025,30.0,31.621157648176904,18.38530454211025,280.0,380.7,1302.0,6.98,Shear control
67.0,203.4,7.67,60.400000000000006,12.929898069394886,30.0,18.235796894819277,12.929898069394886,280.0,203.4,1302.0,6.98,Shear control
67.0,375.0,7.67,54.300000000000004,21.389709659362996,30.0,34.53747981121898,21.389709659362996,280.0,375.0,1302.0,6.98,Shear control
67.0,131.70000000000002,7.67,75.7,10.326682485282326,30.0,12.6408920608321,10.326682485282326,280.0,131.70000000000002,1302.0,6.98,Shear control
67.0,176.4,7.67,63.9,11.849330142632448,30.0,16.029071615867082,11.849330142632448,280.0,176.4,1302.0,6.98,Shear control
67.0,268.2,7.67,44.900000000000006,14.074485417642753,30.0,22.124624711433576,14.074485417642753,280.0,268.2,1302.0,6.98,Shear control
67.0,301.20000000000005,7.67,44.6,15.696992488876653,30.0,25.253721528692292,15.696992488876653,280.0,301.20000000000005,1302.0,6.98,Shear control
67.0,139.2,7.67,92.3,12.077160999246143,30.0,14.791044499240881,12.077160999246143,280.0,139.2,1302.0,6.98,Shear control
67.0,189.0,7.67,67.6,12.977036582544692,30.0,17.70414063354952,12.977036582544692,280.0,189.0,1302.0,6.98,Shear control
67.0,261.6,7.67,52.3,14.915007429612864,30.0,22.720526789681017,14.915007429612864,280.0,261.6,1302.0,6.98,Shear control
67.0,320.40000000000003,7.67,67.6,20.59065954284283,30.0,31.19326384147016,20.59065954284283,280.0,320.40000000000003,1302.0,6.98,Shear control
67.0,219.9,7.67,36.5,10.429884250500711,30.0,16.30219478277301,10.429884250500711,280.0,219.9,1302.0,6.98,Shear control
67.0,133.8,7.67,53.8,8.542939349574489,30.0,10.902735718792826,8.542939349574489,280.0,133.8,1302.0,6.98,Shear control
67.0,185.1,7.67,32.7,8.363885601977358,30.0,12.772890050067389,8.363885601977358,280.0,185.1,1302.0,6.98,Shear control
67.0,376.2,7.67,31.0,16.810393783130692,30.0,29.739217544196244,16.810393783130692,280.0,376.2,1302.0,6.98,Shear control
67.0,242.4,7.67,97.69999999999999,19.771583452270175,30.0,26.925535961168908,19.771583452270175,280.0,242.4,1302.0,6.98,Shear control
67.0,302.09999999999997,7.67,46.300000000000004,16.041039876117374,30.0,25.65521527051249,16.041039876117374,280.0,302.09999999999997,1302.0,6.98,Shear control
67.0,204.3,7.67,41.9,10.515435500816567,30.0,15.76080024647851,10.515435500816567,280.0,204.3,1302.0,6.98,Shear control
67.0,375.3,7.67,71.7,24.47077827815416,30.0,37.742869156507545,24.47077827815416,280.0,375.3,1302.0,6.98,Shear control
67.0,223.5,7.67,49.6,12.543858396894699,30.0,18.653277636067894,12.543858396894699,280.0,223.5,1302.0,6.98,Shear control
67.0,369.0,7.67,51.9,20.615096046265034,30.0,33.455965113196754,20.615096046265034,280.0,369.0,1302.0,6.98,Shear control
67.0,399.6,7.67,77.2,26.824924685135194,30.0,41.30321613386151,26.824924685135194,280.0,399.6,1302.0,6.98,Shear control
67.0,265.5,7.67,45.199999999999996,13.987924501134842,30.0,21.919934744415265,13.987924501134842,280.0,265.5,1302.0,6.98,Shear control
67.0,372.90000000000003,7.67,70.1,24.061455271814545,30.0,37.20903147548122,24.061455271814545,280.0,372.90000000000003,1302.0,6.98,Shear control
67.0,313.5,7.67,64.3,19.66721716565948,30.0,29.928205760429442,19.66721716565948,280.0,313.5,1302.0,6.98,Shear control
67.0,100.8,7.67,76.8,8.42315519450638,30.0,9.805996257370285,8.42315519450638,280.0,100.8,1302.0,6.98,Shear control
67.0,364.8,7.67,78.0,24.877326822229893,30.0,37.66586949006532,24.877326822229893,280.0,364.8,1302.0,6.98,Shear control
67.0,377.7,7.67,56.599999999999994,21.96275750195042,30.0,35.25945630995397,21.96275750195042,280.0,377.7,1302.0,6.98,Shear control
67.0,341.4,7.67,83.2,24.259300521961308,30.0,35.92456907661745,24.259300521961308,280.0,341.4,1302.0,6.98,Shear control
67.0,192.89999999999998,7.67,79.5,14.514108950507156,30.0,19.460358963142895,14.514108950507156,280.0,192.89999999999998,1302.0,6.98,Shear control
67.0,255.2,7.67,69.6,17.080390967080753,30.0,24.679724195198176,17.080390967080753,280.0,255.2,1302.0,6.98,Shear control
67.0,356.70000000000005,7.67,75.39999999999999,23.976251528739724,30.0,36.36231644338161,23.976251528739724,280.0,356.70000000000005,1302.0,6.98,Shear control
67.0,335.7,7.67,48.800000000000004,18.250237004955864,30.0,29.474354537083155,18.250237004955864,280.0,335.7,1302.0,6.98,Shear control
67.0,295.8,7.67,58.9,17.806185818163502,30.0,27.21223732506807,17.806185818163502,280.0,295.8,1302.0,6.98,Shear control
67.0,321.0,7.67,96.0,24.7981589832154,30.0,35.525486446113106,24.7981589832154,280.0,321.0,1302.0,6.98,Shear control
67.0,264.6,7.67,77.10000000000001,18.662924137561344,30.0,26.714418614805766,18.662924137561344,280.0,264.6,1302.0,6.98,Shear control
67.0,204.9,7.67,50.3,11.702299116831005,30.0,17.02224956396997,11.702299116831005,280.0,204.9,1302.0,6.98,Shear control
67.0,125.1,7.67,62.4,8.857781216231505,30.0,11.125923714250241,8.857781216231505,280.0,125.1,1302.0,6.98,Shear control
67.0,365.09999999999997,7.67,94.8,27.458773522844787,30.0,40.32093745336608,27.458773522844787,280.0,365.09999999999997,1302.0,6.98,Shear control
67.0,164.39999999999998,7.67,58.7,10.627427421660958,30.0,14.28408454962811,10.627427421660958,280.0,164.39999999999998,1302.0,6.98,Shear control
67.0,329.40000000000003,7.67,42.8,16.816571727035175,30.0,27.682714895566757,16.816571727035175,280.0,329.40000000000003,1302.0,6.98,Shear control
67.0,274.5,7.67,86.9,20.579933819642836,30.0,29.116055450159486,20.579933819642836,280.0,274.5,1302.0,6.98,Shear control
67.0,107.7,7.67,64.0,8.009554915520791,30.0,9.614794705902245,8.009554915520791,280.0,107.7,1302.0,6.98,Shear control
67.0,261.90000000000003,7.67,70.6,17.612665060035624,30.0,25.517943415225325,17.612665060035624,280.0,261.90000000000003,1302.0,6.98,Shear control
67.0,277.8,7.67,87.2,20.830328205520704,30.0,29.518355795631656,20.830328205520704,280.0,277.8,1302.0,6.98,Shear control
67.0,389.40000000000003,7.67,93.0,28.715474485344853,30.0,42.76121356284914,28.715474485344853,280.0,389.40000000000003,1302.0,6.98,Shear control
67.0,254.4,7.67,40.9,12.73860568403124,30.0,20.141398396037072,12.73860568403124,280.0,254.4,1302.0,6.98,Shear control
67.0,179.4,7.67,65.9,12.238100066778877,30.0,16.55227863438047,12.238100066778877,280.0,179.4,1302.0,6.98,Shear control
67.0,326.1,7.67,64.3,20.388321958897453,30.0,31.247783143613837,20.388321958897453,280.0,326.1,1302.0,6.98,Shear control
67.0,320.1,7.67,85.8,23.31727399947875,30.0,33.968112968351804,23.31727399947875,280.0,320.1,1302.0,6.98,Shear control
67.0,109.2,7.67,75.0,8.855716971030896,30.0,10.545519325593448,8.855716971030896,280.0,109.2,1302.0,6.98,Shear control
67.0,102.0,7.67,33.4,5.198437102146804,30.0,6.609345002414198,5.198437102146804,280.0,102.0,1302.0,6.98,Shear control
67.0,138.6,7.67,58.0,9.190829913090969,30.0,11.758645831139592,9.190829913090969,280.0,138.6,1302.0,6.98,Shear control
67.0,331.8,7.67,61.800000000000004,20.299981672682684,30.0,31.42043838140067,20.299981672682684,280.0,331.8,1302.0,6.98,Shear control
